English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
Digital Crown,Corona Digital,In-app,achievement_control_name_crown,,needs_review,
Game Controller,Mando,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,Teclado,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,Deslizamiento,In-app,achievement_control_name_swipe,,needs_review,
Tap,Toque,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,+%lld logros más,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,Otros logros,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,¡Enhorabuena! Has desbloqueado:,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,¡Logro completado!,In-app,achievement_modal_title,,needs_review,
%@ Controls,Controles %@,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Controles de Corona Digital,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,Controles de Mando,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,Controles de Teclado,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,Controles Deslizantes,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,Controles Táctiles,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,Controles VoiceOver,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,Semana GAAD Asistiva,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,Racha %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Corredor %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Corredor %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,Próximamente,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,D-pad izquierda,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,D-pad derecha,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,Bumper izquierdo,In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,Gatillo izquierdo,In-app,controller_button_leftTrigger,,needs_review,
Menu,Menú,In-app,controller_button_menu,,needs_review,
None,Ninguno,In-app,controller_button_none,,needs_review,
Right Shoulder,Bumper derecho,In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,Gatillo derecho,In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,Choque,In-app,crash_sprite,,needs_review,
False,Falso,In-app,debug_boolean_false,,needs_review,
True,Verdadero,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,Activar el tema experimental Polygon,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,Activar el tema experimental Disc,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,Ningún logro forzado,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,Fuerza que el logro seleccionado aparezca en la interfaz de Fin de partida sin enviarlo.,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,Forzar desbloqueo de logro,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,Tecnologías de asistencia activas,In-app,debug_gaad_active_assistive,,needs_review,
None,Ninguna,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,Control por botón,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,Hora actual,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,Dentro de semana GAAD,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,Logro GAAD marcado como conseguido,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,QA logro GAAD,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,Modo de calificación,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),Solo VoiceOver (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + Control por botón (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,Calificaría si terminara ahora,In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,Señal de finalización GAAD guardada,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,Ventana semana GAAD,In-app,debug_gaad_window,,needs_review,
Unavailable,No disponible,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,Debug,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,Mostrar FPS y recuento de nodos de SpriteKit,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,Simular partidas ilimitadas,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,Predeterminado usa el comportamiento de producción. Partidas ilimitadas fuerza el acceso completo. Freemium simula que no se ha comprado Partidas ilimitadas.,In-app,debug_simulate_premium_footer,,needs_review,
Default,Predeterminado,In-app,debug_simulation_mode_default,,needs_review,
Freemium,Freemium,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,Partidas ilimitadas,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · Nodos %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,Listo,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,No se han podido cargar los productos. Comprueba tu conexión a Internet.,In-app,error_product_not_available,,needs_review,
Retry,Reintentar,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎","Ilimitado hasta el %@, celebrando %@ 🏎",In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,Partidas Ilimitadas,In-app,event_play_unlimited_title,,needs_review,
Finish,Finalizar,In-app,finish,,needs_review,
Retro (Press Start 2P),Retro (Press Start 2P),In-app,font_style_custom,,needs_review,
System,Sistema,In-app,font_style_system,,needs_review,
System monospaced,Sistema monoespaciado,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld","Puntuación de amigo próxima: %@, %lld",In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,Has adelantado a %@,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,Has adelantado a %lld amistades,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,Fin del Juego,In-app,gameOver,,needs_review,
Finish Game,Finalizar partida,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,Seguir jugando,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,¿Quieres finalizar esta partida y volver al menú?,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,¿Finalizar esta partida?,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,Mejor: %lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,La próxima partida puede ser tu mejor marca.,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,¡Bien jugado!,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,¡Gran carrera! Has superado tu mejor puntuación.,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,¡Nuevo récord!,In-app,game_over_new_record_title,,needs_review,
New record: %lld,Nuevo récord: %lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,Próximo amigo por delante,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,+%lld más,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,Amigos adelantados en esta partida,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,Mejor anterior: %lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,Velocidad: %@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,Tu mejor: %lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,Clasificación,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,Menú,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,¿Disfrutando el juego? ¡Ayuda a RetroRapid!,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,¿Disfrutando el juego?,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,Jugar con amigos,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,Las carreras con amigos son gratis.,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,Las partidas de SharePlay no usan tus jugadas diarias.,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,Valóralo,In-app,menu_rate_game,,needs_review,
Support the game,Apoya el juego,In-app,menu_support_game,,needs_review,
Move left,Mover a la izquierda,In-app,move_left,,needs_review,
Double-tap to move car left,Doble toque para mover el coche a la izquierda,In-app,move_left_hint,,needs_review,
Move right,Mover a la derecha,In-app,move_right,,needs_review,
Double-tap to move car right,Doble toque para mover el coche a la derecha,In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,¡Nuevo récord! %lld adelantamientos,In-app,new_high_score_message %lld,,needs_review,
No car,Sin coche,In-app,no_car,,needs_review,
Ok,Aceptar,In-app,ok,,needs_review,
Pause,Pausa,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","Retrato en píxeles de un hombre sonriente con barba, gorra plana y jersey marino, sobre una pista de carreras retro con gradas, semáforo de salida y pequeños coches verdes en un estilo de juego de 16 bits colorido.",In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,¡Hola! Soy Dani. Plantéate desbloquear partidas ilimitadas como una forma de invitarme a un café. Estar bien cafeinada me ayuda a seguir construyendo nuevas funciones que espero que te encanten.,In-app,paywall_caption_coffee,,needs_review,
Close,Cerrar,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,Compra única. Sin suscripción. Desbloquea partidas ilimitadas para siempre.,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","El 10% de los ingresos se destinan a **AMMEC**, una asociación que promueve la autonomía e integración social de personas con discapacidades físicas, apoyando a las familias y fomentando la comunidad.",In-app,paywall_giving_back_body,,needs_review,
Giving Back,Devolver a la comunidad,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,Sin límites,In-app,paywall_go_premium,,needs_review,
Learn More,Más información,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","¡Parada en boxes! Has agotado todas tus partidas de hoy. Vuelve mañana para más partidas gratuitas. ¿O hazte ilimitado? Un café para mí, partidas ilimitadas para ti.",In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,¡Las carreras con amigos son gratis con SharePlay!,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,Tu límite diario se reinicia a medianoche.,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,¡No pasa nada!,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,¿Quieres seguir gratis?,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,Sigue jugando todo lo que quieras en tu Apple Watch.,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,Consigue partidas ilimitadas,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,Partidas ilimitadas para siempre. Elige entre temas visuales disponibles. Apoya el desarrollo.,In-app,paywall_unlimited_and_themes,,needs_review,
Play,Jugar,In-app,play,,needs_review,
Remaining: %lld of %lld,Restantes: %lld de %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,Se reinicia en %lld horas,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,Se reinicia en 1 hora,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,Se reinicia mañana a las 00:00,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,%lld partidas gratuitas al día sin Partidas ilimitadas.,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,%lld partidas gratuitas al día sin Partidas ilimitadas. Bono de bienvenida: %lld partidas gratuitas en tu primer día.,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,¡Gracias por tu apoyo!,In-app,play_limit_thank_you,,needs_review,
Play Limit,Límite de partidas,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ Ilimitado,In-app,play_limit_unlimited,,needs_review,
Player car,Coche del jugador,In-app,player_car,,needs_review,
Unlimited Plays,Partidas ilimitadas,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,La compra ha fallado,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,No se han podido restaurar las compras: %@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,No se ha encontrado ninguna compra para restaurar.,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,Compra restaurada correctamente.,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,¡Ahora tienes partidas ilimitadas!,In-app,purchase_success_message,,needs_review,
Purchase Successful,Compra realizada,In-app,purchase_success_title,,needs_review,
Redeem Code,Canjear código,In-app,redeem_code,,needs_review,
Play again,Jugar de nuevo,In-app,restart,,needs_review,
Restore Purchases,Restaurar compras,In-app,restore_purchases,,needs_review,
Resume,Reanudar,In-app,resume,,needs_review,
Rival car,Coche rival,In-app,rival_car,,needs_review,
Score,Puntuación,In-app,score,,needs_review,
Score: %lld,Puntuación: %lld,In-app,score %lld,,needs_review,
Settings,Ajustes,In-app,settings,,needs_review,
Accessibility,Accesibilidad,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,Tutorial de pistas de audio,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,Modo de retroalimentación de audio,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),Pistas de audio (arpegio),In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),Pistas de audio (acorde),In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),Pistas de audio (pulsos por carril),In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,Audio retro,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),Usando Pistas de audio (arpegio) (predeterminado cuando VoiceOver está activo),In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,Coches grandes,In-app,settings_big_cars,,needs_review,
Settings coming soon,Ajustes próximamente,In-app,settings_coming_soon,,needs_review,
Controller,Mando,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,Los botones remapeados sustituyen las asignaciones predeterminadas de D-pad/Menú para esas acciones. El stick izquierdo sigue como respaldo izquierda/derecha. Las teclas de flecha siguen activas en Mac.,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","Los controles estándar D-pad/stick izquierdo y Menú/Inicio siempre funcionan. Los botones A, X, Y, superiores y gatillos asignados añaden controles alternativos. B/Atrás abre la confirmación para finalizar.",In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,Botón mover izquierda,In-app,settings_controller_move_left,,needs_review,
Move Right Button,Botón mover derecha,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,Botón pausa/reanudar,In-app,settings_controller_pause_resume,,needs_review,
Controls,Controles,In-app,settings_controls,,needs_review,
How to play the game,Cómo jugar,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Desliza a la izquierda o derecha para mover.
• Toca la mitad izquierda o derecha de la pantalla.
• Usa las teclas de flecha con un teclado conectado.
• Con un mando, el D-pad y el stick izquierdo mueven por defecto; puedes remapear botones en los ajustes de Mando.",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Usa las teclas de flecha izquierda y derecha del teclado para mover.
• Haz clic en la mitad izquierda o derecha de la ventana con el trackpad o el ratón.
• Pulsa la barra espaciadora para pausar o reanudar.
• Con un mando, el D-pad y el stick izquierdo mueven por defecto; puedes remapear botones en los ajustes de Mando.",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Desliza a la izquierda o a la derecha, o pulsa el borde izquierdo o derecho del Siri Remote, para moverte.
• Pulsa Reproducción/Pausa para pausar o reanudar.
• Pulsa Menú/Atrás para decidir si quieres finalizar la partida.
• Con un mando, usa el D-pad o el stick izquierdo para moverte, Menú/Inicio para pausar y B/Atrás para finalizar. Los botones asignados añaden controles alternativos.",In-app,settings_controls_tvos,,needs_review,
"• Look at a lane and pinch to move, or use the Left and Right buttons.
• Use the left and right arrow keys when a keyboard is connected.
• Press Space or use Pause to pause or resume.
• With a controller, use the D-pad or left stick to move and Menu/Start to pause.","• Mira un carril y pellizca para moverte, o usa los botones Izquierda y Derecha.
• Usa las teclas de flecha izquierda y derecha con un teclado conectado.
• Pulsa Espacio o usa Pausa para pausar o reanudar.
• Con un mando, usa el D-pad o el stick izquierdo para moverte y Menú/Inicio para pausar.",In-app,settings_controls_visionos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Gira la Digital Crown hacia arriba para moverte a la derecha y hacia abajo para moverte a la izquierda.
• Toca la parte izquierda de la pantalla para moverte a la izquierda y la derecha para moverte a la derecha.
• Desliza a la izquierda para moverte a la izquierda y a la derecha para moverte a la derecha.",In-app,settings_controls_watchos,,needs_review,
Direct Touch,Toque directo,In-app,settings_direct_touch,,needs_review,
Font,Fuente,In-app,settings_font,,needs_review,
Haptic feedback,Retroalimentación háptica,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,Anuncios durante la partida,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,Audio al cambiar de carril,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,Háptica,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,Carril + éxito,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,Confirmación de carril,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,Éxito,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,Las puntuaciones se envían a Game Center.,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,Inicia sesión en Game Center en tu iPhone para enviar puntuaciones desde el reloj.,In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,Consigue partidas ilimitadas,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,Partidas ilimitadas,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,Juega sin límite y elige tu tema favorito.,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,Compras,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.","Si ya has comprado partidas ilimitadas en otro dispositivo, toca Restaurar compras.",In-app,settings_restore_footer,,needs_review,
Road Style,Estilo de carretera,In-app,settings_road_visual_style,,needs_review,
Detailed Road,Carretera detallada,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,Cuadrícula simplificada,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,Sonido,In-app,settings_sound,,needs_review,
Sound effects volume,Volumen de efectos de sonido,In-app,settings_sound_effects_volume,,needs_review,
Speed,Velocidad,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),Usando Crucero (predeterminado cuando VoiceOver está activo),In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,Retroalimentación del aviso de aumento de velocidad,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,Anuncio de VoiceOver,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,Ninguno,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,Vista previa del aviso,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,Háptica,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,Sonido,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,Tema,In-app,settings_theme,,needs_review,
Style Gallery,Galería de estilos,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Vista previa del tema %@. Muestra los dos coches, los dos cascos, la explosión y los colores de la carretera.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","Vista previa del tema %@. Brillo de consola de salón: dos coches pixelados atrevidos, dos cascos con carácter, una explosión naranja intensa y una carretera arcade gris con líneas amarillas.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.","Vista previa del tema LCD. Ambiente de calculadora arcade: dos coches nítidos, dos cascos limpios, una explosión brillante y una carretera clara para récords bajo el sol.",In-app,settings_theme_gallery_preview_accessibility_lcd,,needs_review,
