English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
You overtook %@ cars in total.,Vous avez dépassé %@ voitures au total.,In-app,achievement_achieved_total_overtakes %@,,needs_review,
Digital Crown,Digital Crown,In-app,achievement_control_name_crown,,needs_review,
Game Controller,Manette,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,Clavier,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,Glissement,In-app,achievement_control_name_swipe,,needs_review,
Tap,Toucher,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,+%lld autres succès,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,Autres succès,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,Bravo ! Vous avez débloqué :,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,Succès débloqué !,In-app,achievement_modal_title,,needs_review,
%@ Controls,Commandes %@,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Commandes Digital Crown,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,Commandes manette,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,Commandes clavier,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,Commandes glisser,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,Commandes tactiles,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,Commandes VoiceOver,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,Semaine GAAD Assistive,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,Série %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Overlander %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Overlander %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,Bientôt,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,D-pad gauche,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,D-pad droite,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,Gâchette gauche (shoulder),In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,Gâchette gauche (trigger),In-app,controller_button_leftTrigger,,needs_review,
Menu,Menu,In-app,controller_button_menu,,needs_review,
None,Aucun,In-app,controller_button_none,,needs_review,
Right Shoulder,Gâchette droite (shoulder),In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,Gâchette droite (trigger),In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,Crash,In-app,crash_sprite,,needs_review,
False,False,In-app,debug_boolean_false,,needs_review,
True,True,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,Activer le thème expérimental Polygon,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,Activer le thème expérimental Disc,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,Aucun succès forcé,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,Affiche le succès sélectionné dans l'écran Game Over sans l'envoyer.,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,Forcer le déblocage d'un succès,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,Technologies d'assistance actives,In-app,debug_gaad_active_assistive,,needs_review,
None,Aucune,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,Switch Control,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,Heure actuelle,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,Pendant la GAAD Week,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,Succès GAAD marqué comme obtenu,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,QA succès GAAD,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,Mode de qualification,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),VoiceOver uniquement (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + Switch Control (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,Serait qualifié si la partie se terminait maintenant,In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,Signal de fin GAAD verrouillé,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,Fenêtre GAAD Week,In-app,debug_gaad_window,,needs_review,
Unavailable,Indisponible,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,Debug,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,Afficher les FPS SpriteKit et le nombre de nœuds,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,Simuler les parties illimitées,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,"Par défaut, comportement de production. Parties illimitées force l'accès complet. Freemium simule que Parties illimitées n'a pas été acheté.",In-app,debug_simulate_premium_footer,,needs_review,
Default,Par défaut,In-app,debug_simulation_mode_default,,needs_review,
Freemium,Freemium,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,Parties illimitées,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · Nœuds %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,Terminé,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,Impossible de charger les produits. Vérifiez votre connexion Internet.,In-app,error_product_not_available,,needs_review,
Retry,Réessayer,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎","Illimité jusqu'au %@, pour célébrer %@ 🏎",In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,Parties illimitées,In-app,event_play_unlimited_title,,needs_review,
Finish,Terminer,In-app,finish,,needs_review,
Retro (Press Start 2P),Retro (Press Start 2P),In-app,font_style_custom,,needs_review,
System,Système,In-app,font_style_system,,needs_review,
System monospaced,Système monospace,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld","Score d'ami à venir : %@, %lld",In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,Vous avez dépassé %@,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,Vous avez dépassé %lld amis,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,Game Over,In-app,gameOver,,needs_review,
Finish Game,Terminer la partie,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,Continuer à jouer,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,Voulez-vous terminer cette partie et retourner au menu?,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,Terminer cette partie?,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,Meilleur : %lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,Le prochain tour pourrait être votre meilleur.,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,Bien joué !,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,Super course ! Vous avez battu votre meilleur score.,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,Nouveau record !,In-app,game_over_new_record_title,,needs_review,
New record: %lld,Nouveau record : %lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,Prochain ami devant vous,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,+%lld de plus,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,Amis dépassés dans cette partie,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,Meilleur précédent : %lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,Vitesse : %@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,Votre meilleur : %lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,Classement,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,Menu,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,Vous aimez le jeu ? Vous pouvez aider RetroRapid !,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,Vous aimez le jeu ?,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,Jouer avec des amis,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,Les courses entre amis sont gratuites.,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,Les parties SharePlay n'utilisent pas vos essais quotidiens.,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,Noter,In-app,menu_rate_game,,needs_review,
Support the game,Soutenir le jeu,In-app,menu_support_game,,needs_review,
Move left,Aller à gauche,In-app,move_left,,needs_review,
Double-tap to move car left,Double-touchez pour déplacer la voiture à gauche,In-app,move_left_hint,,needs_review,
Move right,Aller à droite,In-app,move_right,,needs_review,
Double-tap to move car right,Double-touchez pour déplacer la voiture à droite,In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,Nouveau record ! %lld dépassements,In-app,new_high_score_message %lld,,needs_review,
No car,Pas de voiture,In-app,no_car,,needs_review,
Ok,OK,In-app,ok,,needs_review,
Pause,Pause,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","Portrait en pixel art d'un homme souriant barbu, casquette plate et pull bleu marine, sur un circuit rétro avec tribunes, feux de départ et petites voitures vertes dans un style de jeu 16 bits coloré.",In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,"Salut ! Je suis Dani. Pense à débloquer Parties illimitées pour m'offrir un café. La caféine m'aide à créer de nouvelles fonctionnalités qui, je l'espère, te plairont.",In-app,paywall_caption_coffee,,needs_review,
Close,Fermer,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,Achat unique. Pas d'abonnement. Débloquez des parties illimitées pour toujours.,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","10 % des recettes vont à **AMMEC**, une association qui promeut l'autonomie et l'intégration sociale des personnes en situation de handicap physique, en soutenant les familles et en renforçant la communauté.",In-app,paywall_giving_back_body,,needs_review,
Giving Back,Redonner,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,Sans limites,In-app,paywall_go_premium,,needs_review,
Learn More,En savoir plus,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","Arrêt aux stands ! Vous avez utilisé toutes vos parties du jour. Revenez demain pour plus de parties gratuites. Ou passe en illimité : un café pour moi, des parties illimitées pour vous !",In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,Les courses entre amis sont gratuites avec SharePlay !,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,Votre limite quotidienne se réinitialise à minuit.,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,Pas de souci !,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,Rester en gratuit ?,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,Jouez autant que vous voulez sur votre Apple Watch.,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,Obtenir des parties illimitées,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,Parties illimitées pour toujours. Choisissez parmi les thèmes visuels disponibles. Soutiens le développement.,In-app,paywall_unlimited_and_themes,,needs_review,
Play,Jouer,In-app,play,,needs_review,
Remaining: %lld of %lld,Restantes : %lld sur %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,Réinitialisation dans %lld heures,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,Réinitialisation dans 1 heure,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,Réinitialisation demain à 00:00,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,%lld parties gratuites par jour sans Parties illimitées.,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,%lld parties gratuites par jour sans Parties illimitées. Bonus de bienvenue : %lld parties gratuites le premier jour.,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,Merci pour votre soutien !,In-app,play_limit_thank_you,,needs_review,
Play Limit,Limite de parties,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ Illimité,In-app,play_limit_unlimited,,needs_review,
Player car,Voiture du joueur,In-app,player_car,,needs_review,
Unlimited Plays,Parties illimitées,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,Achat échoué,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,Impossible de restaurer les achats : %@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,Aucun achat à restaurer.,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,Achat restauré avec succès !,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,Vous avez maintenant des parties illimitées !,In-app,purchase_success_message,,needs_review,
Purchase Successful,Achat réussi,In-app,purchase_success_title,,needs_review,
Redeem Code,Utiliser un code,In-app,redeem_code,,needs_review,
Play again,Rejouer,In-app,restart,,needs_review,
Restore Purchases,Restaurer les achats,In-app,restore_purchases,,needs_review,
Resume,Reprendre,In-app,resume,,needs_review,
Rival car,Voiture rivale,In-app,rival_car,,needs_review,
Score,Score,In-app,score,,needs_review,
Score: %lld,Score: %lld,In-app,score %lld,,needs_review,
Settings,Réglages,In-app,settings,,needs_review,
Accessibility,Accessibilité,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,Tutoriel des indices audio,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,Mode de retour audio,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),Indices audio (arpège),In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),Indices audio (accord),In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),Indices audio (pulsations de voie),In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,Audio rétro,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),Indices audio (arpège) (par défaut quand VoiceOver est activé),In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,Grandes voitures,In-app,settings_big_cars,,needs_review,
Settings coming soon,Réglages bientôt disponibles,In-app,settings_coming_soon,,needs_review,
Controller,Manette,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,Les boutons remappés remplacent les assignations D-pad/Menu par défaut pour ces actions. Le stick gauche reste une option gauche/droite. Les touches fléchées restent actives sur Mac.,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","Les commandes standard D-pad/stick gauche et Menu/Start fonctionnent toujours. Les boutons A, X, Y, les boutons supérieurs et les gâchettes assignés ajoutent des alternatives. B/Retour ouvre la confirmation pour terminer.",In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,Bouton gauche,In-app,settings_controller_move_left,,needs_review,
Move Right Button,Bouton droite,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,Bouton pause/reprendre,In-app,settings_controller_pause_resume,,needs_review,
Controls,Commandes,In-app,settings_controls,,needs_review,
How to play the game,Comment jouer,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Glissez à gauche ou à droite pour vous déplacer.
• Touchez la moitié gauche ou droite de l'écran.
• Utilisez les touches fléchées gauche et droite quand un clavier est connecté.
• Avec une manette, le D-pad et le stick gauche déplacent par défaut ; vous pouvez remapper les boutons dans Réglages Manette.",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Utilisez les touches fléchées gauche et droite du clavier pour vous déplacer.
• Cliquez sur la moitié gauche ou droite de la fenêtre avec le trackpad ou la souris.
• Appuyez sur la barre d'espace pour mettre en pause ou reprendre.
• Avec une manette, le D-pad et le stick gauche déplacent par défaut ; vous pouvez remapper les boutons dans Réglages Manette.",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Glissez à gauche ou à droite, ou cliquez sur le bord gauche ou droit de la Siri Remote, pour vous déplacer.
• Appuyez sur Lecture/Pause pour mettre en pause ou reprendre.
• Appuyez sur Menu/Retour pour choisir si vous voulez terminer la partie.
• Avec une manette, utilisez le D-pad ou le stick gauche pour vous déplacer, Menu/Start pour mettre en pause et B/Retour pour terminer. Les boutons assignés ajoutent des commandes alternatives.",In-app,settings_controls_tvos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Tourne la Digital Crown vers le haut pour aller à droite et vers le bas pour aller à gauche.
• Touchez le côté gauche de l'écran pour aller à gauche et le côté droit pour aller à droite.
• Glissez à gauche pour aller à gauche et à droite pour aller à droite.",In-app,settings_controls_watchos,,needs_review,
Direct Touch,Direct Touch,In-app,settings_direct_touch,,needs_review,
Font,Police,In-app,settings_font,,needs_review,
Haptic feedback,Retour haptique,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,Annonces en jeu,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,Indice de changement de voie,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,Haptique,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,Voie + succès,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,Confirmation de voie,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,Succès,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,Les scores sont envoyés à Game Center.,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,Connectez-vous à Game Center sur votre iPhone pour envoyer des scores depuis la montre.,In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,Obtenir des parties illimitées,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,Parties illimitées,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,Jouez sans limite et choisissez votre thème préféré.,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,Achats,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.","Si vous avez acheté Parties illimitées sur un autre appareil, touchez Restaurer les achats.",In-app,settings_restore_footer,,needs_review,
Road Style,Style de route,In-app,settings_road_visual_style,,needs_review,
Detailed Road,Route détaillée,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,Grille simplifiée,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,Son,In-app,settings_sound,,needs_review,
Sound effects volume,Volume des effets sonores,In-app,settings_sound_effects_volume,,needs_review,
Speed,Vitesse,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),Cruise (par défaut quand VoiceOver est activé),In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,Retour d'avertissement d'accélération,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,Annonce VoiceOver,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,Aucun,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,Aperçu de l'avertissement,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,Haptique,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,Son,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,Thème,In-app,settings_theme,,needs_review,
Style Gallery,Galerie des styles,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Aperçu du thème %@. Affiche les deux voitures, les deux casques, l’explosion et les couleurs de la route.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","Aperçu du thème %@. Éclat de console de salon: deux voitures pixel audacieuses, deux casques punchy, un crash orange brûlant et une route arcade grise aux lignes jaune vif.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.","Aperçu du thème LCD. Ambiance calculatrice arcade: deux voitures nettes, deux casques propres, un crash lumineux et une route pâle pour les records au soleil.",In-app,settings_theme_gallery_preview_accessibility_lcd,,needs_review,
"Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.","Aperçu du thème Pocket. Ambiance mini-console: deux voitures vert mousse, deux casques trapus, un crash croustillant et une palette de route feutrée venue d'un vieil écran de poche.",In-app,settings_theme_gallery_preview_accessibility_pocket,,needs_review,
"%@ theme preview. Early arcade drama: two richer pixel cars, two glossy helmets, a fiery crash, and a fast gray road cutting through green grass.","Aperçu du thème %@. Drame arcade rétro: deux voitures pixel plus riches, deux casques brillants, un crash flamboyant et une route grise rapide entre l'herbe verte.",In-app,settings_theme_gallery_preview_accessibility_sixteen_bit,,needs_review,
