English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
You overtook %@ cars in total.,Je hebt %@ auto's in totaal ingehaald.,In-app,achievement_achieved_total_overtakes %@,,needs_review,
Digital Crown,Digital Crown,In-app,achievement_control_name_crown,,needs_review,
Game Controller,Gamecontroller,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,Toetsenbord,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,Veeg,In-app,achievement_control_name_swipe,,needs_review,
Tap,Tik,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,+%lld extra prestaties,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,Andere prestaties,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,Gefeliciteerd! Je hebt ontgrendeld:,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,Prestatie voltooid!,In-app,achievement_modal_title,,needs_review,
%@ Controls,%@-besturing,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Digital Crown-besturing,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,Gamecontrollerbesturing,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,Toetsenbordbesturing,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,Veegbesturing,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,Tikbesturing,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,VoiceOver-besturing,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,GAAD Assistive Week,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,Serie %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Overlander %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Overlander %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,Binnenkort,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,D-pad links,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,D-pad rechts,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,Linker shoulder,In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,Linker trigger,In-app,controller_button_leftTrigger,,needs_review,
Menu,Menu,In-app,controller_button_menu,,needs_review,
None,Geen,In-app,controller_button_none,,needs_review,
Right Shoulder,Rechter shoulder,In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,Rechter trigger,In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,Botsing,In-app,crash_sprite,,needs_review,
False,False,In-app,debug_boolean_false,,needs_review,
True,True,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,Experimenteel Polygon-thema inschakelen,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,Experimenteel Disc-thema inschakelen,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,Geen geforceerde prestatie,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,Toont de geselecteerde prestatie in het Game Over-scherm zonder deze te rapporteren.,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,Prestatie ontgrendelen forceren,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,Actieve ondersteunende technologieën,In-app,debug_gaad_active_assistive,,needs_review,
None,Geen,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,Switch Control,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,Huidige tijd,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,Binnen GAAD Week,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,GAAD-prestatie gemarkeerd als behaald,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,GAAD Achievement QA,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,Kwalificatiemodus,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),Alleen VoiceOver (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + Switch Control (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,Zou kwalificeren als de run nu eindigt,In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,GAAD-voltooiingssignaal vastgehouden,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,GAAD Week-venster,In-app,debug_gaad_window,,needs_review,
Unavailable,Niet beschikbaar,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,Debug,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,SpriteKit-FPS en knopentelling tonen,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,Onbeperkt spelen simuleren,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,Standaard gebruikt productiegedrag. Onbeperkt spelen forceert volledige toegang. Freemium simuleert dat Onbeperkt spelen niet is gekocht.,In-app,debug_simulate_premium_footer,,needs_review,
Default,Standaard,In-app,debug_simulation_mode_default,,needs_review,
Freemium,Freemium,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,Onbeperkt spelen,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · Knopen %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,Klaar,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,Producten kunnen niet worden geladen. Controleer je internetverbinding.,In-app,error_product_not_available,,needs_review,
Retry,Opnieuw proberen,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎","Onbeperkt tot %@, ter ere van %@ 🏎",In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,Onbeperkt spelen,In-app,event_play_unlimited_title,,needs_review,
Finish,Afronden,In-app,finish,,needs_review,
Retro (Press Start 2P),Retro (Press Start 2P),In-app,font_style_custom,,needs_review,
System,Systeem,In-app,font_style_system,,needs_review,
System monospaced,Systeem monospaced,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld","Aankomende vriendenscore: %@, %lld",In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,%@ ingehaald,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,%lld vrienden ingehaald,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,Game Over,In-app,gameOver,,needs_review,
Finish Game,Spel beëindigen,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,Verder spelen,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,Wil je dit spel beëindigen en teruggaan naar het menu?,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,Dit spel beëindigen?,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,Beste: %lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,De volgende ronde kan je beste worden.,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,Goed gespeeld!,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,Geweldige rit! Je hebt je beste score verslagen.,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,Nieuw record!,In-app,game_over_new_record_title,,needs_review,
New record: %lld,Nieuw record: %lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,Volgende vriend voor je,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,+%lld meer,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,Vrienden ingehaald in deze run,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,Vorige beste: %lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,Snelheid: %@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,Je beste: %lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,Klassement,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,Menu,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,Vind je het spel leuk? Je kunt RetroRapid! helpen!,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,Vind je het spel leuk?,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,Spelen met vrienden,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,Vriendenraces zijn gratis.,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,SharePlay-wedstrijden gebruiken geen dagelijkse runs.,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,Beoordeel,In-app,menu_rate_game,,needs_review,
Support the game,Steun het spel,In-app,menu_support_game,,needs_review,
Move left,Naar links,In-app,move_left,,needs_review,
Double-tap to move car left,Dubbeltik om de auto naar links te bewegen,In-app,move_left_hint,,needs_review,
Move right,Naar rechts,In-app,move_right,,needs_review,
Double-tap to move car right,Dubbeltik om de auto naar rechts te bewegen,In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,Nieuwe topscore! %lld inhaalacties,In-app,new_high_score_message %lld,,needs_review,
No car,Geen auto,In-app,no_car,,needs_review,
Ok,Oké,In-app,ok,,needs_review,
Pause,Pauze,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","Pixelart-portret van een glimlachende, bebaarde man met een platte pet en marineblauwe trui, tegen een retro-racecircuit met tribunes, startlichten en kleine groene auto's in een kleurrijke 16-bit gamestijl.",In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,Hoi! Ik ben Dani. Overweeg Onbeperkt spelen te ontgrendelen als een manier om me een koffie te trakteren. Cafeïne helpt me nieuwe functies te bouwen waarvan ik hoop dat je ze geweldig vindt.,In-app,paywall_caption_coffee,,needs_review,
Close,Sluiten,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,Eenmalige aankoop. Geen abonnement. Ontgrendelt onbeperkt spelen voor altijd.,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","10% van de opbrengsten gaat naar **AMMEC**, een vereniging die autonomie en sociale integratie voor mensen met een lichamelijke beperking bevordert, gezinnen ondersteunt en gemeenschap versterkt.",In-app,paywall_giving_back_body,,needs_review,
Giving Back,Teruggeven,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,Onbeperkt spelen,In-app,paywall_go_premium,,needs_review,
Learn More,Meer info,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","Pitstop! Je hebt al je runs voor vandaag opgebruikt. Kom morgen terug voor meer gratis runs. Of ga onbeperkt: een koffie voor mij, onbeperkt spelen voor jou!",In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,Vriendenraces zijn gratis met SharePlay!,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,Je daglimiet wordt om middernacht gereset.,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,Geen zorgen!,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,Gratis blijven spelen?,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,Speel zoveel je wilt op je Apple Watch.,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,Onbeperkt spelen ontgrendelen,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,Onbeperkt spelen voor altijd. Kies uit beschikbare visuele thema's. Steun de ontwikkeling.,In-app,paywall_unlimited_and_themes,,needs_review,
Play,Spelen,In-app,play,,needs_review,
Remaining: %lld of %lld,Resterend: %lld van %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,Reset over %lld uur,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,Reset over 1 uur,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,Reset morgen om 00:00,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,%lld gratis runs per dag zonder Onbeperkt spelen.,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,%lld gratis runs per dag zonder Onbeperkt spelen. Welkomstbonus: %lld gratis runs op je eerste dag.,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,Bedankt voor je steun!,In-app,play_limit_thank_you,,needs_review,
Play Limit,Speellimiet,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ Onbeperkt,In-app,play_limit_unlimited,,needs_review,
Player car,Spelersauto,In-app,player_car,,needs_review,
Unlimited Plays,Onbeperkt spelen,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,Aankoop mislukt,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,Aankopen kunnen niet worden hersteld: %@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,Geen aankopen gevonden om te herstellen.,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,Aankoop succesvol hersteld!,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,Je hebt nu onbeperkt spelen!,In-app,purchase_success_message,,needs_review,
Purchase Successful,Aankoop geslaagd,In-app,purchase_success_title,,needs_review,
Redeem Code,Code inwisselen,In-app,redeem_code,,needs_review,
Play again,Opnieuw spelen,In-app,restart,,needs_review,
Restore Purchases,Aankopen herstellen,In-app,restore_purchases,,needs_review,
Resume,Hervatten,In-app,resume,,needs_review,
Rival car,Tegenstanderauto,In-app,rival_car,,needs_review,
Score,Score,In-app,score,,needs_review,
Score: %lld,Score: %lld,In-app,score %lld,,needs_review,
Settings,Instellingen,In-app,settings,,needs_review,
Accessibility,Toegankelijkheid,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,Audio-aanwijzingentutorial,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,Audioreactiemodus,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),Audio-aanwijzingen (arpeggio),In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),Audio-aanwijzingen (akkoord),In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),Audio-aanwijzingen (baanpulsen),In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,Retro-audio,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),Audio-aanwijzingen (arpeggio) (standaard wanneer VoiceOver aan staat),In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,Grote auto's,In-app,settings_big_cars,,needs_review,
Settings coming soon,Instellingen binnenkort,In-app,settings_coming_soon,,needs_review,
Controller,Controller,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,Hertoegewezen knoppen vervangen de standaard D-pad/Menu-toewijzingen voor die acties. De linker stick blijft als links/rechts-back-up. Pijltjestoetsen blijven actief op Mac.,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","De standaardbediening met D-pad/linkerstick en Menu/Start werkt altijd. Toegewezen A-, X-, Y-, schouder- en triggerknoppen voegen alternatieve bediening toe. B/Terug opent de bevestiging om te stoppen.",In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,Knop links,In-app,settings_controller_move_left,,needs_review,
Move Right Button,Knop rechts,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,Pauze/hervat-knop,In-app,settings_controller_pause_resume,,needs_review,
Controls,Besturing,In-app,settings_controls,,needs_review,
How to play the game,Hoe je speelt,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Veeg links of rechts om te bewegen.
• Tik op de linker of rechter helft van het scherm.
• Gebruik de pijltjestoetsen links en rechts wanneer een toetsenbord is aangesloten.
• Met een controller bewegen de D-pad en linker stick standaard; je kunt knoppen opnieuw toewijzen in Controller-instellingen.",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Gebruik de pijltjestoetsen links en rechts op het toetsenbord om te bewegen.
• Klik op de linker of rechter helft van het venster met trackpad of muis.
• Druk op de spatiebalk om te pauzeren of hervatten.
• Met een controller bewegen de D-pad en linker stick standaard; je kunt knoppen opnieuw toewijzen in Controller-instellingen.",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Veeg naar links of rechts, of klik op de linker- of rechterrand van de Siri Remote, om te bewegen.
• Druk op Speel af/Pauze om te pauzeren of door te gaan.
• Druk op Menu/Terug om te kiezen of je het spel wilt beëindigen.
• Gebruik met een controller de D-pad of linkerstick om te bewegen, Menu/Start om te pauzeren en B/Terug om te stoppen. Toegewezen knoppen voegen alternatieve bediening toe.",In-app,settings_controls_tvos,,needs_review,
"• Look at a lane and pinch to move, or use the Left and Right buttons.
• Use the left and right arrow keys when a keyboard is connected.
• Press Space or use Pause to pause or resume.
• With a controller, use the D-pad or left stick to move and Menu/Start to pause.","• Kijk naar een rijstrook en knijp om te bewegen, of gebruik de knoppen Links en Rechts.
• Gebruik de pijltjestoetsen links en rechts als een toetsenbord is aangesloten.
• Druk op de spatiebalk of gebruik Pauze om te pauzeren of hervatten.
• Gebruik met een controller de D-pad of linkerstick om te bewegen en Menu/Start om te pauzeren.",In-app,settings_controls_visionos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Draai de Digital Crown omhoog om naar rechts te gaan en omlaag om naar links te gaan.
• Tik op de linkerkant van het scherm om naar links te gaan en op de rechterkant om naar rechts te gaan.
• Veeg naar links om naar links te gaan en naar rechts om naar rechts te gaan.",In-app,settings_controls_watchos,,needs_review,
Direct Touch,Direct Touch,In-app,settings_direct_touch,,needs_review,
Font,Lettertype,In-app,settings_font,,needs_review,
Haptic feedback,Haptische feedback,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,In-game-aankondigingen,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,Baanaanwijzing bij wisselen,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,Haptisch,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,Baan + succes,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,Baansbevestiging,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,Succes,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,Scores worden naar Game Center gestuurd.,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,Log in op Game Center op je iPhone om scores vanaf je horloge te versturen.,In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,Onbeperkt spelen ontgrendelen,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,Onbeperkt spelen,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,Oneindig spelen en kies je favoriete thema.,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,Aankopen,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.","Als je Onbeperkt spelen op een ander apparaat hebt gekocht, tik op Aankopen herstellen.",In-app,settings_restore_footer,,needs_review,
Road Style,Wegstijl,In-app,settings_road_visual_style,,needs_review,
Detailed Road,Gedetailleerde weg,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,Vereenvoudigd raster,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,Geluid,In-app,settings_sound,,needs_review,
Sound effects volume,Volume geluidseffecten,In-app,settings_sound_effects_volume,,needs_review,
Speed,Snelheid,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),Cruise (standaard wanneer VoiceOver aan staat),In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,Feedback bij snelheidsverhoging,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,VoiceOver-aankondiging,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,Geen,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,Waarschuwing voorvertonen,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,Haptisch,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,Geluid,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,Thema,In-app,settings_theme,,needs_review,
Style Gallery,Stijlgalerij,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Themapreview voor %@. Toont beide auto's, beide helmen, de explosie en de wegkleuren.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","Themapreview voor %@. Huiskamerconsole-energie: twee stoere pixelauto's, twee pittige helmen, een hete oranje crash en een grijze arcadeweg met felgele lijnen.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
