English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
Digital Crown,Digital Crown,In-app,achievement_control_name_crown,,needs_review,
Game Controller,Controle de jogo,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,Teclado,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,Deslizar,In-app,achievement_control_name_swipe,,needs_review,
Tap,Toque,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,+%lld conquistas a mais,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,Outras conquistas,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,Parabéns! Você desbloqueou:,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,Conquista desbloqueada!,In-app,achievement_modal_title,,needs_review,
%@ Controls,Controles de %@,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Controles da Digital Crown,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,Controles de jogo,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,Controles de teclado,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,Controles de deslizar,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,Controles de toque,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,Controles do VoiceOver,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,Semana GAAD Assistiva,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,Sequência %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Overlander %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Overlander %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,Em breve,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,D-pad esquerda,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,D-pad direita,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,Ombro esquerdo,In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,Gatilho esquerdo,In-app,controller_button_leftTrigger,,needs_review,
Menu,Menu,In-app,controller_button_menu,,needs_review,
None,Nenhum,In-app,controller_button_none,,needs_review,
Right Shoulder,Ombro direito,In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,Gatilho direito,In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,Batida,In-app,crash_sprite,,needs_review,
False,False,In-app,debug_boolean_false,,needs_review,
True,True,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,Ativar tema experimental Polygon,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,Ativar tema experimental Disc,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,Nenhuma conquista forçada,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,Mostra a conquista selecionada na tela de fim de jogo sem enviá-la.,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,Forçar desbloqueio de conquista,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,Tecnologias assistivas ativas,In-app,debug_gaad_active_assistive,,needs_review,
None,Nenhuma,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,Switch Control,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,Hora atual,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,Dentro da Semana GAAD,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,Conquista GAAD marcada como alcançada,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,QA da conquista GAAD,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,Modo de qualificação,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),Somente VoiceOver (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + Switch Control (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,Qualificaria se a corrida terminasse agora,In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,Sinal de conclusão GAAD travado,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,Janela da Semana GAAD,In-app,debug_gaad_window,,needs_review,
Unavailable,Indisponível,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,Depuração,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,Mostrar FPS e contagem de nós do SpriteKit,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,Simular Partidas Ilimitadas,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,O padrão usa o comportamento de produção. Partidas Ilimitadas força acesso total. Freemium simula que a compra não foi feita.,In-app,debug_simulate_premium_footer,,needs_review,
Default,Padrão,In-app,debug_simulation_mode_default,,needs_review,
Freemium,Freemium,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,Partidas Ilimitadas,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · Nós %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,Concluído,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,Não foi possível carregar os produtos. Verifique sua conexão com a internet.,In-app,error_product_not_available,,needs_review,
Retry,Tentar novamente,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎","Ilimitado até %@, celebrando %@ 🏎",In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,Partidas Ilimitadas,In-app,event_play_unlimited_title,,needs_review,
Finish,Finalizar,In-app,finish,,needs_review,
Retro (Press Start 2P),Retrô (Press Start 2P),In-app,font_style_custom,,needs_review,
System,Sistema,In-app,font_style_system,,needs_review,
System monospaced,Sistema monoespaçado,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld","Próxima pontuação de amigo: %@, %lld",In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,Ultrapassou %@,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,Ultrapassou %lld amigos,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,Fim de jogo,In-app,gameOver,,needs_review,
Finish Game,Encerrar partida,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,Continuar jogando,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,Quer encerrar esta partida e voltar ao menu?,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,Encerrar esta partida?,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,Recorde: %lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,A próxima rodada pode ser a sua melhor.,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,Boa corrida!,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,Corrida incrível! Você bateu seu recorde.,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,Novo recorde!,In-app,game_over_new_record_title,,needs_review,
New record: %lld,Novo recorde: %lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,Próximo amigo à frente,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,+%lld a mais,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,Amigos ultrapassados nesta corrida,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,Recorde anterior: %lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,Velocidade: %@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,Seu recorde: %lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,Ranking,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,Menu,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,Curtindo o jogo? Você pode ajudar o RetroRapid!,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,Curtindo o jogo?,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,Jogar com amigos,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,Corridas com amigos são grátis.,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,Partidas SharePlay não usam jogadas diárias.,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,Avaliar,In-app,menu_rate_game,,needs_review,
Support the game,Apoiar o jogo,In-app,menu_support_game,,needs_review,
Move left,Mover para a esquerda,In-app,move_left,,needs_review,
Double-tap to move car left,Toque duas vezes para mover para a esquerda,In-app,move_left_hint,,needs_review,
Move right,Mover para a direita,In-app,move_right,,needs_review,
Double-tap to move car right,Toque duas vezes para mover para a direita,In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,Novo recorde! %lld ultrapassagens,In-app,new_high_score_message %lld,,needs_review,
No car,Sem carro,In-app,no_car,,needs_review,
Ok,OK,In-app,ok,,needs_review,
Pause,Pausar,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","Retrato em pixel art de um homem sorridente de barba com boné e suéter azul-marinho, em uma pista de corrida retrô com arquibancadas, luzes de largada e carrinhos verdes em estilo 16-bit.",In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,Oi! Sou o Dani. Considere desbloquear Partidas Ilimitadas como um cafezinho para mim. A cafeína me ajuda a criar recursos que espero que você ame.,In-app,paywall_caption_coffee,,needs_review,
Close,Fechar,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,Compra única. Sem assinatura. Desbloqueia partidas ilimitadas para sempre.,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","10% dos valores vão para a **AMMEC**, uma associação que promove autonomia e integração social de pessoas com deficiência física, apoiando famílias e fortalecendo a comunidade.",In-app,paywall_giving_back_body,,needs_review,
Giving Back,Retribuir,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,Ir sem limites,In-app,paywall_go_premium,,needs_review,
Learn More,Saiba mais,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","Pit stop! Você usou todas as jogadas de hoje. Volte amanhã para mais jogadas grátis. Ou vá sem limites: um cafezinho para mim, partidas ilimitadas para você!",In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,Corridas com amigos no SharePlay são grátis!,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,Seu limite diário reinicia à meia-noite.,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,Sem problemas!,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,Quer continuar grátis?,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,Continue jogando o quanto quiser no Apple Watch.,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,Obter Partidas Ilimitadas,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,Partidas ilimitadas para sempre. Escolha temas visuais. Apoie o desenvolvimento.,In-app,paywall_unlimited_and_themes,,needs_review,
Play,Jogar,In-app,play,,needs_review,
Remaining: %lld of %lld,Restantes: %lld de %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,Reinicia em %lld horas,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,Reinicia em 1 hora,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,Reinicia amanhã às 00:00,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,%lld jogadas grátis por dia sem Partidas Ilimitadas.,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,%lld jogadas grátis por dia sem Partidas Ilimitadas. Bônus de boas-vindas: %lld jogadas no primeiro dia.,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,Obrigado pelo seu apoio!,In-app,play_limit_thank_you,,needs_review,
Play Limit,Limite de jogadas,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ Ilimitado,In-app,play_limit_unlimited,,needs_review,
Player car,Carro do jogador,In-app,player_car,,needs_review,
Unlimited Plays,Partidas Ilimitadas,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,Falha na compra,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,Falha ao restaurar compras: %@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,Nenhuma compra encontrada para restaurar.,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,Compra restaurada com sucesso!,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,Agora você tem partidas ilimitadas!,In-app,purchase_success_message,,needs_review,
Purchase Successful,Compra concluída,In-app,purchase_success_title,,needs_review,
Redeem Code,Resgatar código,In-app,redeem_code,,needs_review,
Play again,Jogar de novo,In-app,restart,,needs_review,
Restore Purchases,Restaurar compras,In-app,restore_purchases,,needs_review,
Resume,Retomar,In-app,resume,,needs_review,
Rival car,Carro rival,In-app,rival_car,,needs_review,
Score,Pontuação,In-app,score,,needs_review,
Score: %lld,Pontuação: %lld,In-app,score %lld,,needs_review,
Settings,Ajustes,In-app,settings,,needs_review,
Accessibility,Acessibilidade,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,Tutorial de pistas sonoras,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,Modo de feedback de áudio,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),Pistas sonoras (arpejo),In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),Pistas sonoras (acorde),In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),Pistas sonoras (pulsos de faixa),In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,Áudio retrô,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),Usando pistas sonoras (arpejo) (padrão com VoiceOver),In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,Carros grandes,In-app,settings_big_cars,,needs_review,
Settings coming soon,Ajustes em breve,In-app,settings_coming_soon,,needs_review,
Controller,Controle,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,Botões remapeados substituem os padrões de D-pad/Menu para essas ações. O analógico esquerdo continua como backup esquerda/direita. As setas permanecem ativas no Mac.,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","Os controles padrão com direcional/analógico esquerdo e Menu/Iniciar sempre funcionam. Os botões A, X, Y, superiores e gatilhos atribuídos adicionam controles alternativos. B/Voltar abre a confirmação para encerrar.",In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,Botão mover esquerda,In-app,settings_controller_move_left,,needs_review,
Move Right Button,Botão mover direita,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,Botão pausar/retomar,In-app,settings_controller_pause_resume,,needs_review,
Controls,Controles,In-app,settings_controls,,needs_review,
How to play the game,Como jogar,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Deslize para a esquerda ou direita para mover.
• Toque na metade esquerda ou direita da tela.
• Use as setas esquerda/direita com teclado conectado.
• Com controle, o D-pad e o analógico esquerdo movem por padrão; você pode remapear botões em Controles.",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Use as setas esquerda/direita do teclado.
• Clique na metade esquerda ou direita da janela com trackpad ou mouse.
• Pressione a barra de espaço para pausar ou retomar.
• Com controle, o D-pad e o analógico esquerdo movem por padrão; você pode remapear botões em Controles.",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Deslize para a esquerda ou direita, ou clique na borda esquerda ou direita do Siri Remote, para mover.
• Pressione Reproduzir/Pausar para pausar ou retomar.
• Pressione Menu/Voltar para escolher se quer encerrar a partida.
• Com controle, use o direcional ou o analógico esquerdo para mover, Menu/Iniciar para pausar e B/Voltar para encerrar. Os botões atribuídos adicionam controles alternativos.",In-app,settings_controls_tvos,,needs_review,
"• Look at a lane and pinch to move, or use the Left and Right buttons.
• Use the left and right arrow keys when a keyboard is connected.
• Press Space or use Pause to pause or resume.
• With a controller, use the D-pad or left stick to move and Menu/Start to pause.","• Olhe para uma faixa e faça o gesto de pinça para mover, ou use os botões Esquerda e Direita.
• Use as setas esquerda e direita com um teclado conectado.
• Pressione Espaço ou use Pausar para pausar ou retomar.
• Com um controle, use o direcional ou o analógico esquerdo para mover e Menu/Iniciar para pausar.",In-app,settings_controls_visionos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Gire a Digital Crown para cima para ir à direita e para baixo para ir à esquerda.
• Toque no lado esquerdo da tela para ir à esquerda e no direito para ir à direita.
• Deslize para a esquerda/direita para mover.",In-app,settings_controls_watchos,,needs_review,
Direct Touch,Toque direto,In-app,settings_direct_touch,,needs_review,
Font,Fonte,In-app,settings_font,,needs_review,
Haptic feedback,Feedback háptico,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,Anúncios no jogo,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,Pista de mudança de faixa,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,Háptico,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,Faixa + sucesso,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,Confirmação de faixa,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,Sucesso,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,As pontuações são enviadas ao Game Center.,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,Entre no Game Center no iPhone para enviar pontuações do relógio.,In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,Obter Partidas Ilimitadas,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,Partidas Ilimitadas,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,Jogo sem fim e escolha seu tema favorito.,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,Compras,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.","Se você comprou Partidas Ilimitadas em outro dispositivo, toque em Restaurar compras.",In-app,settings_restore_footer,,needs_review,
Road Style,Estilo da pista,In-app,settings_road_visual_style,,needs_review,
Detailed Road,Pista detalhada,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,Grade simplificada,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,Som,In-app,settings_sound,,needs_review,
Sound effects volume,Volume dos efeitos sonoros,In-app,settings_sound_effects_volume,,needs_review,
Speed,Velocidade,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),Usando Cruise (padrão com VoiceOver),In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,Aviso de aumento de velocidade,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,Anúncio do VoiceOver,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,Nenhum,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,Aviso de prévia,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,Háptico,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,Som,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,Tema,In-app,settings_theme,,needs_review,
Style Gallery,Galeria de estilos,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Prévia do tema %@. Mostra os dois carros, os dois capacetes, a explosão e as cores da pista.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","Prévia do tema %@. Brilho de console de casa: dois carros pixelados marcantes, dois capacetes cheios de atitude, uma batida laranja quente e uma pista arcade cinza com linhas amarelas.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.","Prévia do tema LCD. Clima de calculadora arcade: dois carros nítidos, dois capacetes limpos, uma batida brilhante e uma pista clara para recordes ao sol.",In-app,settings_theme_gallery_preview_accessibility_lcd,,needs_review,
"Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.","Prévia do tema Pocket. Clima de portátil de bolso: dois carros verde-musgo, dois capacetes parrudos, uma batida crocante e uma paleta de pista suave de tela antiga.",In-app,settings_theme_gallery_preview_accessibility_pocket,,needs_review,
"%@ theme preview. Early arcade drama: two richer pixel cars, two glossy helmets, a fiery crash, and a fast gray road cutting through green grass.","Prévia do tema %@. Drama arcade clássico: dois carros pixelados mais ricos, dois capacetes brilhantes, uma batida flamejante e uma pista cinza veloz cortando a grama verde.",In-app,settings_theme_gallery_preview_accessibility_sixteen_bit,,needs_review,
