English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
You completed a run using VoiceOver controls.,You completed a run using VoiceOver controls.,In-app,achievement_achieved_control_voiceover,,translated,
You completed a run during GAAD week using assistive technology.,You completed a run during GAAD week using assistive technology.,In-app,achievement_achieved_event_gaad,,translated,
You overtook %@ cars in one run.,You overtook %@ cars in one run.,In-app,achievement_achieved_run_overtakes %@,,translated,
You overtook %@ cars in total.,You overtook %@ cars in total.,In-app,achievement_achieved_total_overtakes %@,,translated,
Digital Crown,Digital Crown,In-app,achievement_control_name_crown,,translated,
Game Controller,Game Controller,In-app,achievement_control_name_gamecontroller,,translated,
Keyboard,Keyboard,In-app,achievement_control_name_keyboard,,translated,
Swipe,Swipe,In-app,achievement_control_name_swipe,,translated,
Tap,Tap,In-app,achievement_control_name_tap,,translated,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,translated,
+%lld more achievements,+%lld more achievements,In-app,achievement_modal_more %lld,,translated,
Other achievements,Other achievements,In-app,achievement_modal_other_achievements,,translated,
Congratulations! You unlocked:,Congratulations! You unlocked:,In-app,achievement_modal_subtitle,,translated,
Achievement Completed!,Achievement Completed!,In-app,achievement_modal_title,,translated,
%@ Controls,%@ Controls,In-app,achievement_title_control %@,,translated,
Digital Crown Controls,Digital Crown Controls,In-app,achievement_title_control_crown,,translated,
Game Controller Controls,Game Controller Controls,In-app,achievement_title_control_gamecontroller,,translated,
Keyboard Controls,Keyboard Controls,In-app,achievement_title_control_keyboard,,translated,
Swipe Controls,Swipe Controls,In-app,achievement_title_control_swipe,,translated,
Tap Controls,Tap Controls,In-app,achievement_title_control_tap,,translated,
VoiceOver Controls,VoiceOver Controls,In-app,achievement_title_control_voiceover,,translated,
GAAD Assistive Week,GAAD Assistive Week,In-app,achievement_title_event_gaad,,translated,
Streak %lld,Streak %lld,In-app,achievement_title_run_overtakes %lld,,translated,
Overlander %@,Overlander %@,In-app,achievement_title_total_overtakes %@,,translated,
Overlander %lld,Overlander %lld,In-app,achievement_title_total_overtakes %lld,,translated,
Coming soon,Coming soon,In-app,coming_soon,,translated,
A,A,In-app,controller_button_a,,translated,
B,B,In-app,controller_button_b,,translated,
D-pad Left,D-pad Left,In-app,controller_button_dpadLeft,,translated,
D-pad Right,D-pad Right,In-app,controller_button_dpadRight,,translated,
Left Shoulder,Left Shoulder,In-app,controller_button_leftShoulder,,translated,
Left Trigger,Left Trigger,In-app,controller_button_leftTrigger,,translated,
Menu,Menu,In-app,controller_button_menu,,translated,
None,None,In-app,controller_button_none,,translated,
Right Shoulder,Right Shoulder,In-app,controller_button_rightShoulder,,translated,
Right Trigger,Right Trigger,In-app,controller_button_rightTrigger,,translated,
X,X,In-app,controller_button_x,,translated,
Y,Y,In-app,controller_button_y,,translated,
Crash,Crash,In-app,crash_sprite,,translated,
False,False,In-app,debug_boolean_false,,translated,
True,True,In-app,debug_boolean_true,,translated,
Enable experimental Polygon theme,Enable experimental Polygon theme,In-app,debug_enable_experimental_sixty_four_bit_theme,,translated,
Enable experimental Disc theme,Enable experimental Disc theme,In-app,debug_enable_experimental_thirty_two_bit_theme,,translated,
No forced achievement,No forced achievement,In-app,debug_force_achievement_none,,translated,
Forces the selected achievement to appear in Game Over UI without reporting it.,Forces the selected achievement to appear in Game Over UI without reporting it.,In-app,debug_force_achievement_picker_footer,,translated,
Force achievement unlock,Force achievement unlock,In-app,debug_force_achievement_picker_title,,translated,
Active Assistive Technologies,Active Assistive Technologies,In-app,debug_gaad_active_assistive,,translated,
None,None,In-app,debug_gaad_assistive_none,,translated,
Switch Control,Switch Control,In-app,debug_gaad_assistive_switch_control,,translated,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,translated,
Current Time,Current Time,In-app,debug_gaad_current_time,,translated,
Inside GAAD Week,Inside GAAD Week,In-app,debug_gaad_in_window,,translated,
GAAD Achievement Marked Achieved,GAAD Achievement Marked Achieved,In-app,debug_gaad_local_achievement,,translated,
GAAD Achievement QA,GAAD Achievement QA,In-app,debug_gaad_panel_title,,translated,
Qualification Mode,Qualification Mode,In-app,debug_gaad_qualification_mode,,translated,
VoiceOver only (watchOS v1),VoiceOver only (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,translated,
VoiceOver + Switch Control (v1),VoiceOver + Switch Control (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,translated,
Would Qualify If Run Ends Now,Would Qualify If Run Ends Now,In-app,debug_gaad_qualifies_now,,translated,
GAAD Completion Signal Latched,GAAD Completion Signal Latched,In-app,debug_gaad_signal_latched,,translated,
GAAD Week Window,GAAD Week Window,In-app,debug_gaad_window,,translated,
Unavailable,Unavailable,In-app,debug_gaad_window_unavailable,,translated,
Debug,Debug,In-app,debug_section_title,,translated,
Show SpriteKit FPS and node count,Show SpriteKit FPS and node count,In-app,debug_show_spritekit_frame_stats,,translated,
Simulate Unlimited Plays,Simulate Unlimited Plays,In-app,debug_simulate_premium,,translated,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,In-app,debug_simulate_premium_footer,,translated,
Default,Default,In-app,debug_simulation_mode_default,,translated,
Freemium,Freemium,In-app,debug_simulation_mode_freemium,,translated,
Unlimited Plays,Unlimited Plays,In-app,debug_simulation_mode_unlimited,,translated,
FPS %@ · Nodes %@,FPS %@ · Nodes %@,In-app,debug_spritekit_stats %@ %@,,translated,
Done,Done,In-app,done,,translated,
Unable to load products. Please check your internet connection.,Unable to load products. Please check your internet connection.,In-app,error_product_not_available,,translated,
Retry,Retry,In-app,error_retry,,translated,
"Unlimited until %@, celebrating %@ 🏎","Unlimited until %@, celebrating %@ 🏎",In-app,event_play_unlimited_subtitle %@ %@,,translated,
Unlimited Plays,Unlimited Plays,In-app,event_play_unlimited_title,,translated,
Finish,Finish,In-app,finish,,translated,
Retro (Press Start 2P),Retro (Press Start 2P),In-app,font_style_custom,,translated,
System,System,In-app,font_style_system,,translated,
System monospaced,System monospaced,In-app,font_style_system_monospaced,,translated,
"Upcoming friend score: %@, %lld","Upcoming friend score: %@, %lld",In-app,friend_milestone_avatar %@ %lld,,translated,
Overtook %@,Overtook %@,In-app,friend_overtake_announcement %@,,translated,
Overtook %lld friends,Overtook %lld friends,In-app,friend_overtake_announcement_multiple %lld,,translated,
RetroRapid!,RetroRapid!,In-app,gameName,,translated,
Game Over,Game Over,In-app,gameOver,,translated,
Finish Game,Finish Game,In-app,game_exit_confirmation_finish,,translated,
Keep Playing,Keep Playing,In-app,game_exit_confirmation_keep_playing,,translated,
Do you want to finish this game and return to the menu?,Do you want to finish this game and return to the menu?,In-app,game_exit_confirmation_message,,translated,
Finish this game?,Finish this game?,In-app,game_exit_confirmation_title,,translated,
Best: %lld,Best: %lld,In-app,game_over_best %lld,,translated,
Next round could be your best yet.,Next round could be your best yet.,In-app,game_over_encouragement_subtitle,,translated,
Well played!,Well played!,In-app,game_over_encouragement_title,,translated,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,translated,
Awesome drive! You beat your best score.,Awesome drive! You beat your best score.,In-app,game_over_new_record_subtitle,,translated,
New Record!,New Record!,In-app,game_over_new_record_title,,translated,
New record: %lld,New record: %lld,In-app,game_over_new_record_value %lld,,translated,
Next friend ahead,Next friend ahead,In-app,game_over_next_friend_ahead_title,,translated,
+%lld more,+%lld more,In-app,game_over_overtaken_friends_more %lld,,translated,
Friends overtaken this run,Friends overtaken this run,In-app,game_over_overtaken_friends_title,,translated,
Previous best: %lld,Previous best: %lld,In-app,game_over_previous_best %lld,,translated,
Speed: %@,Speed: %@,In-app,game_over_speed %@,,translated,
Your best: %lld,Your best: %lld,In-app,game_over_your_best %lld,,translated,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,translated,
Leaderboard,Leaderboard,In-app,leaderboard,,translated,
 x%lld, x%lld,In-app,lives_count,,translated,
Menu,Menu,In-app,menu_button,,translated,
Enjoying the game? You can help RetroRapid!,Enjoying the game? You can help RetroRapid!,In-app,menu_engagement_prompt,,translated,
Enjoying the game?,Enjoying the game?,In-app,menu_engagement_prompt_rate_only,,translated,
Play with Friends,Play with Friends,In-app,menu_play_with_friends,,translated,
Friend races are free.,Friend races are free.,In-app,menu_play_with_friends_free_footer,,translated,
SharePlay matches don’t use daily plays.,SharePlay matches don’t use daily plays.,In-app,menu_play_with_friends_free_hint,,translated,
Rate it,Rate it,In-app,menu_rate_game,,translated,
Support the game,Support the game,In-app,menu_support_game,,translated,
Move left,Move left,In-app,move_left,,translated,
Double-tap to move car left,Double-tap to move car left,In-app,move_left_hint,,translated,
Move right,Move right,In-app,move_right,,translated,
Double-tap to move car right,Double-tap to move car right,In-app,move_right_hint,,translated,
New high score! %lld overtakes,New high score! %lld overtakes,In-app,new_high_score_message %lld,,translated,
No car,No car,In-app,no_car,,translated,
Ok,Ok,In-app,ok,,translated,
Pause,Pause,In-app,pause,,translated,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.",In-app,paywall_avatar_accessibility_label,,translated,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,In-app,paywall_caption_coffee,,translated,
Close,Close,In-app,paywall_close,,translated,
One-time purchase. No subscription. Unlocks unlimited plays forever.,One-time purchase. No subscription. Unlocks unlimited plays forever.,In-app,paywall_footer_one_time,,translated,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.",In-app,paywall_giving_back_body,,translated,
Giving Back,Giving Back,In-app,paywall_giving_back_title,,translated,
Go Unlimited,Go Unlimited,In-app,paywall_go_premium,,translated,
Learn More,Learn More,In-app,paywall_learn_more,,translated,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!",In-app,paywall_limit_notice,,translated,
Friend races are free with SharePlay!,Friend races are free with SharePlay!,In-app,paywall_shareplay_free_notice,,translated,
Your daily limit resets at midnight.,Your daily limit resets at midnight.,In-app,paywall_stay_free_reset_body,,translated,
No worries!,No worries!,In-app,paywall_stay_free_reset_title,,translated,
Want to Stay Free?,Want to Stay Free?,In-app,paywall_stay_free_title,,translated,
Keep playing as much as you want on your Apple Watch.,Keep playing as much as you want on your Apple Watch.,In-app,paywall_stay_free_watch_body,,translated,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,translated,
Get Unlimited Plays,Get Unlimited Plays,In-app,paywall_title,,translated,
Unlimited plays forever. Choose from available visual themes. Support development.,Unlimited plays forever. Choose from available visual themes. Support development.,In-app,paywall_unlimited_and_themes,,translated,
Play,Play,In-app,play,,translated,
Remaining: %lld of %lld,Remaining: %lld of %lld,In-app,play_limit_remaining %lld %lld,,translated,
Resets in %lld hours,Resets in %lld hours,In-app,play_limit_resets_in_hours %lld,,translated,
Resets in 1 hour,Resets in 1 hour,In-app,play_limit_resets_in_one_hour,,translated,
Resets tomorrow at 00:00,Resets tomorrow at 00:00,In-app,play_limit_resets_tomorrow,,translated,
%lld free plays every day without Unlimited Plays.,%lld free plays every day without Unlimited Plays.,In-app,play_limit_section_footer %lld,,translated,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,In-app,play_limit_section_footer_first_day %lld %lld,,translated,
Thank you for your support!,Thank you for your support!,In-app,play_limit_thank_you,,translated,
Play Limit,Play Limit,In-app,play_limit_title,,translated,
♾️ Unlimited,♾️ Unlimited,In-app,play_limit_unlimited,,translated,
Player car,Player car,In-app,player_car,,translated,
Unlimited Plays,Unlimited Plays,In-app,product_unlimited_plays,,translated,
Purchase Failed,Purchase Failed,In-app,purchase_error_title,,translated,
Failed to restore purchases: %@,Failed to restore purchases: %@,In-app,purchase_restored_failed %@,,translated,
No purchases found to restore.,No purchases found to restore.,In-app,purchase_restored_none,,translated,
Purchase restored successfully!,Purchase restored successfully!,In-app,purchase_restored_success,,translated,
You now have unlimited plays!,You now have unlimited plays!,In-app,purchase_success_message,,translated,
Purchase Successful,Purchase Successful,In-app,purchase_success_title,,translated,
Redeem Code,Redeem Code,In-app,redeem_code,,translated,
Play again,Play again,In-app,restart,,translated,
Restore Purchases,Restore Purchases,In-app,restore_purchases,,translated,
Resume,Resume,In-app,resume,,translated,
Rival car,Rival car,In-app,rival_car,,translated,
Score,Score,In-app,score,,translated,
Score: %lld,Score: %lld,In-app,score %lld,,translated,
Settings,Settings,In-app,settings,,translated,
Accessibility,Accessibility,In-app,settings_accessibility,,translated,
Audio cue tutorial,Audio cue tutorial,In-app,settings_audio_cue_tutorial,,translated,
Audio feedback mode,Audio feedback mode,In-app,settings_audio_feedback_mode,,translated,
Audio cues (arpeggio),Audio cues (arpeggio),In-app,settings_audio_feedback_mode_cue_arpeggio,,translated,
Audio cues (chord),Audio cues (chord),In-app,settings_audio_feedback_mode_cue_chord,,translated,
Audio cues (lane pulses),Audio cues (lane pulses),In-app,settings_audio_feedback_mode_cue_lane_pulses,,translated,
Retro audio,Retro audio,In-app,settings_audio_feedback_mode_retro,,translated,
Using Audio cues (arpeggio) (default when VoiceOver is on),Using Audio cues (arpeggio) (default when VoiceOver is on),In-app,settings_audio_feedback_mode_voiceover_default,,translated,
Big Cars,Big Cars,In-app,settings_big_cars,,translated,
Settings coming soon,Settings coming soon,In-app,settings_coming_soon,,translated,
Controller,Controller,In-app,settings_controller,,translated,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,In-app,settings_controller_footnote,,translated,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.",In-app,settings_controller_footnote_tvos,,translated,
Move Left Button,Move Left Button,In-app,settings_controller_move_left,,translated,
Move Right Button,Move Right Button,In-app,settings_controller_move_right,,translated,
Pause/Resume Button,Pause/Resume Button,In-app,settings_controller_pause_resume,,translated,
Controls,Controls,In-app,settings_controls,,translated,
How to play the game,How to play the game,In-app,settings_controls_how_to_play,,translated,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.",In-app,settings_controls_ios,,translated,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.",In-app,settings_controls_macos,,translated,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.",In-app,settings_controls_tvos,,translated,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.",In-app,settings_controls_watchos,,translated,
Direct Touch,Direct Touch,In-app,settings_direct_touch,,translated,
Font,Font,In-app,settings_font,,translated,
Haptic feedback,Haptic feedback,In-app,settings_haptic_feedback,,translated,
In-game announcements,In-game announcements,In-app,settings_in_game_announcements,,translated,
Lane change cue,Lane change cue,In-app,settings_lane_move_cue_style,,translated,
Haptics,Haptics,In-app,settings_lane_move_cue_style_haptics,,translated,
Lane + success,Lane + success,In-app,settings_lane_move_cue_style_lane_and_safety,,translated,
Lane confirmation,Lane confirmation,In-app,settings_lane_move_cue_style_lane_confirmation,,translated,
Success,Success,In-app,settings_lane_move_cue_style_safety_only,,translated,
Scores are submitted to Game Center.,Scores are submitted to Game Center.,In-app,settings_leaderboard_watch_info,,translated,
Sign in to Game Center on your iPhone to submit scores from the watch.,Sign in to Game Center on your iPhone to submit scores from the watch.,In-app,settings_leaderboard_watch_sign_in_required,,translated,
Get Unlimited Plays,Get Unlimited Plays,In-app,settings_learn_premium,,translated,
%lld%%,%lld%%,In-app,settings_percentage_value,,translated,
Unlimited Plays,Unlimited Plays,In-app,settings_premium_active,,translated,
Endless play and choose your favorite theme.,Endless play and choose your favorite theme.,In-app,settings_premium_active_subtitle,,translated,
Purchases,Purchases,In-app,settings_purchases_title,,translated,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.","If you've purchased Unlimited Plays on another device, tap Restore Purchases.",In-app,settings_restore_footer,,translated,
Road Style,Road Style,In-app,settings_road_visual_style,,translated,
Detailed Road,Detailed Road,In-app,settings_road_visual_style_detailed,,translated,
Simplified Grid,Simplified Grid,In-app,settings_road_visual_style_simplified,,translated,
Sound,Sound,In-app,settings_sound,,translated,
Sound effects volume,Sound effects volume,In-app,settings_sound_effects_volume,,translated,
Speed,Speed,In-app,settings_speed,,translated,
Using Cruise (default when VoiceOver is on),Using Cruise (default when VoiceOver is on),In-app,settings_speed_voiceover_default,,translated,
Speed increase warning feedback,Speed increase warning feedback,In-app,settings_speed_warning_feedback,,translated,
VoiceOver announcement,VoiceOver announcement,In-app,settings_speed_warning_feedback_announcement,,translated,
None,None,In-app,settings_speed_warning_feedback_none,,translated,
Preview warning,Preview warning,In-app,settings_speed_warning_feedback_preview_warning,,translated,
Haptic,Haptic,In-app,settings_speed_warning_feedback_warning_haptic,,translated,
Sound,Sound,In-app,settings_speed_warning_feedback_warning_sound,,translated,
Theme,Theme,In-app,settings_theme,,translated,
Style Gallery,Style Gallery,In-app,settings_theme_gallery_preview,,translated,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.",In-app,settings_theme_gallery_preview_accessibility %@,,translated,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,translated,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.","LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.",In-app,settings_theme_gallery_preview_accessibility_lcd,,translated,
"Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.","Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.",In-app,settings_theme_gallery_preview_accessibility_pocket,,translated,
"%@ theme preview. Early arcade drama: two richer pixel cars, two glossy helmets, a fiery crash, and a fast gray road cutting through green grass.","%@ theme preview. Early arcade drama: two richer pixel cars, two glossy helmets, a fiery crash, and a fast gray road cutting through green grass.",In-app,settings_theme_gallery_preview_accessibility_sixteen_bit,,translated,
"%@ theme preview. Low-poly console racing: two faceted racers, two sculpted helmets, an explosive crash, and a neon aqua circuit over midnight asphalt.","%@ theme preview. Low-poly console racing: two faceted racers, two sculpted helmets, an explosive crash, and a neon aqua circuit over midnight asphalt.",In-app,settings_theme_gallery_preview_accessibility_sixty_four_bit,,translated,
"%@ theme preview. Late-’90s console energy: two detailed racers, two glossy helmets, a bright crash, and an electric aqua circuit over dark asphalt.","%@ theme preview. Late-’90s console energy: two detailed racers, two glossy helmets, a bright crash, and an electric aqua circuit over dark asphalt.",In-app,settings_theme_gallery_preview_accessibility_thirty_two_bit,,translated,
Style Gallery,Style Gallery,In-app,settings_theme_gallery_title,,translated,
"Want to change themes, get Unlimited Plays, and support the game's development too?","Want to change themes, get Unlimited Plays, and support the game's development too?",In-app,settings_theme_gallery_unlock_body,,translated,
Style,Style,In-app,settings_theme_style,,translated,
Want to change themes? Unlock Unlimited Plays in Purchases.,Want to change themes? Unlock Unlimited Plays in Purchases.,In-app,settings_theme_unlock_footnote,,translated,
Vibration,Vibration,In-app,settings_vibration,,translated,
Announce friend overtakes,Announce friend overtakes,In-app,settings_voiceover_friend_overtake_announcements,,translated,
Share,Share,In-app,share_action,,translated,
The connection was lost. Tap Done to return to the menu.,The connection was lost. Tap Done to return to the menu.,In-app,shareplay_aborted_disconnected_body,,translated,
Your friend is done playing for now. Tap Done to return to the menu.,Your friend is done playing for now. Tap Done to return to the menu.,In-app,shareplay_aborted_session_ended_body,,translated,
Session Ended,Session Ended,In-app,shareplay_aborted_title,,translated,
Accept Challenge,Accept Challenge,In-app,shareplay_accept_challenge_button,,translated,
RetroRapid! Multiplayer Race,RetroRapid! Multiplayer Race,In-app,shareplay_activity_title,,translated,
Get ready! The race is about to start.,Get ready! The race is about to start.,In-app,shareplay_announcement_countdown,,translated,
Your friend disconnected.,Your friend disconnected.,In-app,shareplay_announcement_disconnected,,translated,
You lost with %lld overtakes. Your friend: %lld.,You lost with %lld overtakes. Your friend: %lld.,In-app,shareplay_announcement_lost %lld %lld,,translated,
Go!,Go!,In-app,shareplay_announcement_round_start,,translated,
The SharePlay session has ended.,The SharePlay session has ended.,In-app,shareplay_announcement_session_ended,,translated,
It's a tie at %lld overtakes each.,It's a tie at %lld overtakes each.,In-app,shareplay_announcement_tie %lld %lld,,translated,
Waiting for your friend to join.,Waiting for your friend to join.,In-app,shareplay_announcement_waiting,,translated,
Waiting for your friend to finish.,Waiting for your friend to finish.,In-app,shareplay_announcement_waiting_for_opponent,,translated,
You won with %lld overtakes. Your friend: %lld.,You won with %lld overtakes. Your friend: %lld.,In-app,shareplay_announcement_won %lld %lld,,translated,
Starting in %lld,Starting in %lld,In-app,shareplay_countdown_accessibility %lld,,translated,
Get Ready!,Get Ready!,In-app,shareplay_countdown_title,,translated,
Connection Lost,Connection Lost,In-app,shareplay_disconnected_title,,translated,
Done,Done,In-app,shareplay_done_button,,translated,
You: %lld  Friend: %lld,You: %lld  Friend: %lld,In-app,shareplay_final_scores %lld %lld,,translated,
Your friend's: %lld,Your friend's: %lld,In-app,shareplay_friend_overtakes %lld,,translated,
Leave,Leave,In-app,shareplay_leave_button,,translated,
You,You,In-app,shareplay_local_player_name,,translated,
Your friend,Your friend,In-app,shareplay_opponent_fallback_name,,translated,
