English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
You overtook %@ cars in one run.,Wyprzedzono %@ samochodów w jednym przejeździe.,In-app,achievement_achieved_run_overtakes %@,,needs_review,
You overtook %@ cars in total.,Łącznie wyprzedzono %@ samochodów.,In-app,achievement_achieved_total_overtakes %@,,needs_review,
Digital Crown,Digital Crown,In-app,achievement_control_name_crown,,needs_review,
Game Controller,Kontroler,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,Klawiatura,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,Gest przesunięcia,In-app,achievement_control_name_swipe,,needs_review,
Tap,Dotyk,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,+%lld więcej osiągnięć,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,Inne osiągnięcia,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,Gratulacje! Odblokowano:,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,Osiągnięcie zdobyte!,In-app,achievement_modal_title,,needs_review,
%@ Controls,Sterowanie: %@,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Sterowanie Digital Crown,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,Sterowanie Kontrolerem,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,Sterowanie Klawiaturą,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,Sterowanie Gestem,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,Sterowanie Dotykiem,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,Sterowanie VoiceOver,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,Tydzień technologii asystujących GAAD,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,Seria %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Pogromca Dróg %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Pogromca Dróg %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,Wkrótce,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,D-pad w lewo,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,D-pad w prawo,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,Lewy bumper,In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,Lewy spust,In-app,controller_button_leftTrigger,,needs_review,
Menu,Menu,In-app,controller_button_menu,,needs_review,
None,Brak,In-app,controller_button_none,,needs_review,
Right Shoulder,Prawy bumper,In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,Prawy spust,In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,Kraksa,In-app,crash_sprite,,needs_review,
False,Fałsz,In-app,debug_boolean_false,,needs_review,
True,Prawda,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,Włącz eksperymentalny motyw Polygon,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,Włącz eksperymentalny motyw Disc,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,Bez wymuszonego osiągnięcia,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,Wyświetla wybrane osiągnięcie na ekranie końca gry bez zgłaszania go.,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,Wymuś odblokowanie osiągnięcia,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,Aktywne technologie asystujące,In-app,debug_gaad_active_assistive,,needs_review,
None,Brak,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,Sterowanie przełącznikami,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,Bieżący czas,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,W trakcie tygodnia GAAD,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,Osiągnięcie GAAD oznaczone jako zdobyte,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,Kontrola jakości osiągnięcia GAAD,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,Tryb kwalifikacji,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),Tylko VoiceOver (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + Sterowanie przełącznikami (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,"Spełni warunki, jeśli przejazd zakończy się teraz",In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,Sygnał ukończenia GAAD został zatrzaśnięty,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,Okno tygodnia GAAD,In-app,debug_gaad_window,,needs_review,
Unavailable,Niedostępne,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,Debugowanie,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,Pokaż FPS SpriteKit i liczbę węzłów,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,Symuluj Nielimitowane Gry,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,Tryb domyślny używa zachowania produkcyjnego. Nielimitowane Gry wymuszają pełny dostęp. Tryb bezpłatny symuluje brak zakupu Nielimitowanych Gier.,In-app,debug_simulate_premium_footer,,needs_review,
Default,Domyślny,In-app,debug_simulation_mode_default,,needs_review,
Freemium,Bezpłatny,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,Nielimitowane Gry,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · Węzły %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,Gotowe,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,Nie można wczytać produktów. Sprawdź połączenie z internetem.,In-app,error_product_not_available,,needs_review,
Retry,Spróbuj ponownie,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎",Bez limitu do %@ z okazji %@ 🏎,In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,Nielimitowane Gry,In-app,event_play_unlimited_title,,needs_review,
Finish,Zakończ,In-app,finish,,needs_review,
Retro (Press Start 2P),Retro (Press Start 2P),In-app,font_style_custom,,needs_review,
System,Systemowa,In-app,font_style_system,,needs_review,
System monospaced,Systemowa stałej szerokości,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld","Najbliższy wynik znajomego: %@, %lld",In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,Wyprzedzono: %@,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,Wyprzedzono znajomych: %lld,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,Koniec Gry,In-app,gameOver,,needs_review,
Finish Game,Zakończ grę,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,Graj dalej,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,Czy chcesz zakończyć tę grę i wrócić do menu?,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,Zakończyć tę grę?,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,Najlepszy: %lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,Następna próba może być najlepsza.,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,Dobra jazda!,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,Świetna jazda! Udało Ci się pobić rekord.,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,Nowy Rekord!,In-app,game_over_new_record_title,,needs_review,
New record: %lld,Nowy rekord: %lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,Następny znajomy przed Tobą,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,+%lld więcej,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,Znajomi wyprzedzeni w tym przejeździe,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,Poprzedni rekord: %lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,Prędkość: %@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,Twój rekord: %lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,Ranking,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,Menu,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,Podoba Ci się gra? Możesz wesprzeć RetroRapid!,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,Podoba Ci się gra?,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,Graj ze Znajomymi,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,Wyścigi ze znajomymi są bezpłatne.,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,Wyścigi SharePlay nie zużywają dziennych prób.,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,Oceń grę,In-app,menu_rate_game,,needs_review,
Support the game,Wesprzyj grę,In-app,menu_support_game,,needs_review,
Move left,Jedź w lewo,In-app,move_left,,needs_review,
Double-tap to move car left,"Stuknij dwukrotnie, aby przesunąć samochód w lewo",In-app,move_left_hint,,needs_review,
Move right,Jedź w prawo,In-app,move_right,,needs_review,
Double-tap to move car right,"Stuknij dwukrotnie, aby przesunąć samochód w prawo",In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,Nowy rekord! Wyprzedzenia: %lld,In-app,new_high_score_message %lld,,needs_review,
No car,Brak samochodu,In-app,no_car,,needs_review,
Ok,OK,In-app,ok,,needs_review,
Pause,Pauza,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","Pikselowy portret uśmiechniętego brodatego mężczyzny w kaszkiecie i granatowym swetrze, na tle toru retro z trybunami, światłami startowymi i małymi zielonymi samochodami w barwnym stylu 16-bitowym.",In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,"Cześć! Jestem Dani. Odblokowanie Nielimitowanych Gier możesz potraktować jak postawienie mi kawy. Kofeina pomaga mi tworzyć nowe funkcje, które mam nadzieję polubisz.",In-app,paywall_caption_coffee,,needs_review,
Close,Zamknij,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,Zakup jednorazowy. Bez subskrypcji. Odblokowuje nielimitowaną grę na zawsze.,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","10% przychodów trafia do **AMMEC**, stowarzyszenia wspierającego samodzielność i integrację społeczną osób z niepełnosprawnościami ruchowymi, ich rodziny oraz lokalną społeczność.",In-app,paywall_giving_back_body,,needs_review,
Giving Back,Pomagamy innym,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,Graj Bez Limitu,In-app,paywall_go_premium,,needs_review,
Learn More,Dowiedz się więcej,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","Pit stop! Wszystkie dzisiejsze próby zostały wykorzystane. Wróć jutro po kolejne bezpłatne gry. Albo graj bez limitu: kawa dla mnie, nielimitowane gry dla Ciebie!",In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,Wyścigi ze znajomymi przez SharePlay są bezpłatne!,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,Dzienny limit odnawia się o północy.,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,Bez obaw!,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,Chcesz grać bezpłatnie?,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,Na Apple Watch możesz grać bez ograniczeń.,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,Odblokuj Nielimitowane Gry,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,Nielimitowana gra na zawsze. Wybieraj dostępne motywy graficzne. Wesprzyj rozwój gry.,In-app,paywall_unlimited_and_themes,,needs_review,
Play,Graj,In-app,play,,needs_review,
Remaining: %lld of %lld,Pozostało: %lld z %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,Odnowienie za %lld godz.,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,Odnowienie za 1 godzinę,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,Odnowienie jutro o 00:00,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,%lld bezpłatnych gier dziennie bez Nielimitowanych Gier.,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,%lld bezpłatnych gier dziennie bez Nielimitowanych Gier. Premia powitalna: %lld bezpłatnych gier pierwszego dnia.,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,Dziękujemy za wsparcie!,In-app,play_limit_thank_you,,needs_review,
Play Limit,Limit Gier,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ Bez Limitu,In-app,play_limit_unlimited,,needs_review,
Player car,Samochód gracza,In-app,player_car,,needs_review,
Unlimited Plays,Nielimitowane Gry,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,Zakup Nieudany,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,Nie udało się odtworzyć zakupów: %@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,Nie znaleziono zakupów do odtworzenia.,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,Zakup został odtworzony!,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,Możesz już grać bez limitu!,In-app,purchase_success_message,,needs_review,
Purchase Successful,Zakup Udany,In-app,purchase_success_title,,needs_review,
Redeem Code,Zrealizuj Kod,In-app,redeem_code,,needs_review,
Play again,Zagraj ponownie,In-app,restart,,needs_review,
Restore Purchases,Odtwórz Zakupy,In-app,restore_purchases,,needs_review,
Resume,Wznów,In-app,resume,,needs_review,
Rival car,Samochód rywala,In-app,rival_car,,needs_review,
Score,Wynik,In-app,score,,needs_review,
Score: %lld,Wynik: %lld,In-app,score %lld,,needs_review,
Settings,Ustawienia,In-app,settings,,needs_review,
Accessibility,Dostępność,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,Samouczek wskazówek dźwiękowych,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,Tryb informacji dźwiękowej,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),Wskazówki dźwiękowe (arpeggio),In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),Wskazówki dźwiękowe (akord),In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),Wskazówki dźwiękowe (impulsy pasów),In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,Dźwięk retro,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),Wskazówki dźwiękowe (arpeggio) (domyślne przy włączonym VoiceOver),In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,Duże Samochody,In-app,settings_big_cars,,needs_review,
Settings coming soon,Ustawienia już wkrótce,In-app,settings_coming_soon,,needs_review,
Controller,Kontroler,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,Przypisane przyciski zastępują domyślne ustawienia D-pada/Menu dla tych działań. Lewy drążek nadal działa jako zapasowe sterowanie lewo/prawo. Klawisze strzałek pozostają aktywne na Macu.,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","Standardowe sterowanie D-padem/lewym drążkiem oraz Menu/Start zawsze działa. Przypisane przyciski A, X, Y, przyciski boczne i spusty dodają alternatywne sterowanie. B/Wstecz otwiera potwierdzenie zakończenia.",In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,Przycisk jazdy w lewo,In-app,settings_controller_move_left,,needs_review,
Move Right Button,Przycisk jazdy w prawo,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,Przycisk pauzy/wznowienia,In-app,settings_controller_pause_resume,,needs_review,
Controls,Sterowanie,In-app,settings_controls,,needs_review,
How to play the game,Jak grać,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Przesuń palcem w lewo lub w prawo.
• Stuknij lewą lub prawą połowę ekranu.
• Po podłączeniu klawiatury używaj strzałek w lewo i w prawo.
• Na kontrolerze domyślnie działa D-pad i lewy drążek; przyciski możesz zmienić w ustawieniach kontrolera.",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Używaj strzałek w lewo i w prawo na klawiaturze.
• Kliknij lewą lub prawą połowę okna gładzikiem albo myszą.
• Naciśnij spację, aby wstrzymać lub wznowić grę.
• Na kontrolerze domyślnie działa D-pad i lewy drążek; przyciski możesz zmienić w ustawieniach kontrolera.",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Przesuń palcem w lewo lub w prawo albo kliknij lewą lub prawą krawędź Siri Remote, aby się poruszyć.
• Naciśnij Odtwarzaj/Pauza, aby wstrzymać lub wznowić grę.
• Naciśnij Menu/Wstecz, aby zdecydować, czy zakończyć grę.
• Na kontrolerze użyj D-pada lub lewego drążka do ruchu, Menu/Start do pauzy, a B/Wstecz do zakończenia. Przypisane przyciski dodają alternatywne sterowanie.",In-app,settings_controls_tvos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Obróć Digital Crown w górę, aby jechać w prawo, i w dół, aby jechać w lewo.
• Stuknij lewą stronę ekranu, aby jechać w lewo, lub prawą, aby jechać w prawo.
• Przesuń w lewo albo w prawo, aby zmienić pas.",In-app,settings_controls_watchos,,needs_review,
Direct Touch,Dotyk Bezpośredni,In-app,settings_direct_touch,,needs_review,
Font,Czcionka,In-app,settings_font,,needs_review,
Haptic feedback,Informacje haptyczne,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,Komunikaty w grze,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,Sygnał zmiany pasa,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,Haptyka,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,Pas + powodzenie,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,Potwierdzenie pasa,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,Powodzenie,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,Wyniki są wysyłane do Game Center.,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,"Zaloguj się do Game Center na iPhonie, aby wysyłać wyniki z zegarka.",In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,Odblokuj Nielimitowane Gry,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,Nielimitowane Gry,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,Graj bez limitu i wybierz ulubiony motyw.,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,Zakupy,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.","Jeśli Nielimitowane Gry kupiono na innym urządzeniu, stuknij Odtwórz Zakupy.",In-app,settings_restore_footer,,needs_review,
Road Style,Styl Drogi,In-app,settings_road_visual_style,,needs_review,
Detailed Road,Szczegółowa Droga,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,Uproszczona Siatka,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,Dźwięk,In-app,settings_sound,,needs_review,
Sound effects volume,Głośność efektów,In-app,settings_sound_effects_volume,,needs_review,
Speed,Prędkość,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),Cruise (domyślne przy włączonym VoiceOver),In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,Ostrzeżenie o wzroście prędkości,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,Komunikat VoiceOver,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,Brak,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,Odtwórz ostrzeżenie,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,Haptyka,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,Dźwięk,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,Motyw,In-app,settings_theme,,needs_review,
Style Gallery,Galeria Stylów,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Podgląd motywu %@. Pokazuje oba samochody, oba kaski, wybuch i kolory drogi.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
