English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
Game Controller,遊戲控制器,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,鍵盤,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,滑動,In-app,achievement_control_name_swipe,,needs_review,
Tap,點按,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,還有 +%lld 個成就,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,其他成就,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,恭喜！你解鎖了：,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,成就達成！,In-app,achievement_modal_title,,needs_review,
%@ Controls,%@ 操作,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Digital Crown 操作,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,遊戲控制器操作,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,鍵盤操作,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,滑動操作,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,點按操作,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,VoiceOver 操作,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,GAAD 輔助科技週,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,連勝 %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Overlander %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Overlander %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,即將推出,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,方向鍵左,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,方向鍵右,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,左肩鍵,In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,左扳機,In-app,controller_button_leftTrigger,,needs_review,
Menu,選單,In-app,controller_button_menu,,needs_review,
None,無,In-app,controller_button_none,,needs_review,
Right Shoulder,右肩鍵,In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,右扳機,In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,撞車,In-app,crash_sprite,,needs_review,
False,False,In-app,debug_boolean_false,,needs_review,
True,True,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,啟用實驗性 Polygon 主題,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,啟用實驗性 Disc 主題,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,不強制成就,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,在遊戲結束畫面顯示選定的成就，但不會回報。,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,強制解鎖成就,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,使用中的輔助科技,In-app,debug_gaad_active_assistive,,needs_review,
None,無,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,切換控制,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,目前時間,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,在 GAAD 週期間,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,GAAD 成就標記為已達成,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,GAAD 成就 QA,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,資格模式,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),僅 VoiceOver（watchOS v1）,In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + 切換控制（v1）,In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,若現在結束將符合資格,In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,GAAD 完成訊號已鎖定,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,GAAD 週期間,In-app,debug_gaad_window,,needs_review,
Unavailable,無法使用,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,除錯,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,顯示 SpriteKit FPS 與節點數,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,模擬無限暢玩,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,預設為正式版行為。無限暢玩模擬完整存取；免費模式模擬尚未購買。,In-app,debug_simulate_premium_footer,,needs_review,
Default,預設,In-app,debug_simulation_mode_default,,needs_review,
Freemium,免費模式,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,無限暢玩,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · 節點 %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,完成,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,無法載入商品，請檢查網路連線。,In-app,error_product_not_available,,needs_review,
Retry,重試,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎",至 %@ 無限暢玩，慶祝 %@ 🏎,In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,無限暢玩,In-app,event_play_unlimited_title,,needs_review,
Finish,結束,In-app,finish,,needs_review,
Retro (Press Start 2P),復古（Press Start 2P）,In-app,font_style_custom,,needs_review,
System,系統,In-app,font_style_system,,needs_review,
System monospaced,等寬系統,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld",下一位好友分數：%@，%lld,In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,超過 %@,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,超過 %lld 位好友,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,遊戲結束,In-app,gameOver,,needs_review,
Finish Game,結束遊戲,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,繼續遊玩,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,要結束這場遊戲並返回選單嗎？,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,要結束這場遊戲嗎？,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,最佳：%lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,下一局可能就是你的最佳成績。,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,玩得好！,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,太棒了！你刷新了個人最佳。,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,新紀錄！,In-app,game_over_new_record_title,,needs_review,
New record: %lld,新紀錄：%lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,下一位要追的好友,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,還有 +%lld 位,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,本局超過的好友,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,先前最佳：%lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,速度：%@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,你的最佳：%lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,排行榜,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,選單,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,玩得開心嗎？你可以支持 RetroRapid!,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,玩得開心嗎？,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,與好友同玩,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,好友對戰免費。,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,SharePlay 對戰不會消耗每日次數。,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,給評分,In-app,menu_rate_game,,needs_review,
Support the game,支持遊戲,In-app,menu_support_game,,needs_review,
Move left,向左,In-app,move_left,,needs_review,
Double-tap to move car left,點兩下向左移動,In-app,move_left_hint,,needs_review,
Move right,向右,In-app,move_right,,needs_review,
Double-tap to move car right,點兩下向右移動,In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,新高分！超車 %lld 次,In-app,new_high_score_message %lld,,needs_review,
No car,無車輛,In-app,no_car,,needs_review,
Ok,好,In-app,ok,,needs_review,
Pause,暫停,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.",像素風肖像：戴平頂帽、穿深藍毛衣的笑臉鬍鬚男子，背景是復古賽道、看台、起跑燈與綠色小車的 16-bit 風格。,In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,嗨，我是 Dani。解鎖無限暢玩就像請我喝杯咖啡。有咖啡因我才能持續做你希望會喜歡的新功能。,In-app,paywall_caption_coffee,,needs_review,
Close,關閉,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,一次性購買，無訂閱。永久解鎖無限暢玩。,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.",收益的 10% 將捐給 **AMMEC**，這個協會促進身心障礙者的自主與社會融入，支持家庭並凝聚社群。,In-app,paywall_giving_back_body,,needs_review,
Giving Back,回饋社會,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,解鎖無限,In-app,paywall_go_premium,,needs_review,
Learn More,了解更多,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!",進站休息！今天的次數用完了。明天會再有免費次數。或解鎖無限暢玩：請我喝杯咖啡，你就能無限開跑！,In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,SharePlay 好友對戰免費！,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,每日上限會在午夜重置。,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,別擔心！,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,想繼續免費玩？,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,在 Apple Watch 上可盡情遊玩。,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,取得無限暢玩,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,永久無限暢玩。選擇視覺主題。支持開發。,In-app,paywall_unlimited_and_themes,,needs_review,
Play,開始,In-app,play,,needs_review,
Remaining: %lld of %lld,剩餘：%lld / %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,%lld 小時後重置,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,1 小時後重置,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,明天 00:00 重置,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,未解鎖無限暢玩時，每天 %lld 次免費。,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,未解鎖無限暢玩時，每天 %lld 次免費。首日加碼：%lld 次。,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,感謝你的支持！,In-app,play_limit_thank_you,,needs_review,
Play Limit,遊玩上限,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ 無限,In-app,play_limit_unlimited,,needs_review,
Player car,玩家車輛,In-app,player_car,,needs_review,
Unlimited Plays,無限暢玩,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,購買失敗,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,還原購買失敗：%@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,找不到可還原的購買。,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,購買還原成功！,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,你現在可以無限暢玩了！,In-app,purchase_success_message,,needs_review,
Purchase Successful,購買成功,In-app,purchase_success_title,,needs_review,
Redeem Code,兌換代碼,In-app,redeem_code,,needs_review,
Play again,再玩一次,In-app,restart,,needs_review,
Restore Purchases,還原購買,In-app,restore_purchases,,needs_review,
Resume,繼續,In-app,resume,,needs_review,
Rival car,對手車輛,In-app,rival_car,,needs_review,
Score,分數,In-app,score,,needs_review,
Score: %lld,分數：%lld,In-app,score %lld,,needs_review,
Settings,設定,In-app,settings,,needs_review,
Accessibility,輔助使用,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,音效提示教學,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,音效回饋模式,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),音效提示（琶音）,In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),音效提示（和弦）,In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),音效提示（車道脈衝）,In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,復古音效,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),VoiceOver 開啟時預設：音效提示（琶音）,In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,大型車輛,In-app,settings_big_cars,,needs_review,
Settings coming soon,設定即將推出,In-app,settings_coming_soon,,needs_review,
Controller,控制器,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,重新對應的按鈕會取代該動作的預設方向鍵/選單。左搖桿仍可作为左右備援。Mac 上方向鍵仍可使用。,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.",標準方向鍵／左搖桿與選單／開始控制永遠有效。自訂的 A、X、Y、肩鍵和扳機鍵可作為替代控制。B／返回會開啟結束確認。,In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,向左移動按鈕,In-app,settings_controller_move_left,,needs_review,
Move Right Button,向右移動按鈕,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,暫停/繼續按鈕,In-app,settings_controller_pause_resume,,needs_review,
Controls,操作,In-app,settings_controls,,needs_review,
How to play the game,玩法說明,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• 左右滑動移動。
• 點按螢幕左半或右半。
• 連接鍵盤時使用左右方向鍵。
• 使用控制器時，預設以方向鍵與左搖桿移動；可在控制器設定中重新對應按鈕。",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• 使用鍵盤左右方向鍵移動。
• 以觸控板/滑鼠點按視窗左半或右半。
• 按空白鍵暫停或繼續。
• 使用控制器時，預設以方向鍵與左搖桿移動；可在控制器設定中重新對應按鈕。",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• 在 Siri Remote 上向左或向右滑動，或按一下左側或右側邊緣來移動。
• 按下播放／暫停以暫停或繼續。
• 按下選單／返回來選擇是否結束遊戲。
• 使用控制器時，以方向鍵或左搖桿移動、選單／開始暫停，並以 B／返回結束。自訂按鈕可作為替代控制。",In-app,settings_controls_tvos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• 向上轉 Digital Crown 向右，向下轉向左。
• 點按螢幕左側向左、右側向右。
• 左滑向左、右滑向右。",In-app,settings_controls_watchos,,needs_review,
Direct Touch,直接觸控,In-app,settings_direct_touch,,needs_review,
Font,字體,In-app,settings_font,,needs_review,
Haptic feedback,觸覺回饋,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,遊戲內提示,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,變道提示,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,觸覺,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,車道 + 成功,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,車道確認,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,成功,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,分數會提交至 Game Center。,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,請在 iPhone 上登入 Game Center，才能從 Apple Watch 提交分數。,In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,取得無限暢玩,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,無限暢玩,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,無限遊玩並選擇喜愛的主題。,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,購買,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.",若你在其他裝置購買過無限暢玩，請點「還原購買」。,In-app,settings_restore_footer,,needs_review,
Road Style,道路樣式,In-app,settings_road_visual_style,,needs_review,
Detailed Road,詳細道路,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,簡化格線,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,音效,In-app,settings_sound,,needs_review,
Sound effects volume,音效音量,In-app,settings_sound_effects_volume,,needs_review,
Speed,速度,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),VoiceOver 開啟時預設：巡航,In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,加速警告回饋,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,VoiceOver 播報,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,無,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,預覽警告,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,觸覺,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,音效,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,主題,In-app,settings_theme,,needs_review,
Style Gallery,風格圖庫,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.",%@ 主題預覽。顯示兩台車、兩頂頭盔、爆炸和道路顏色。,In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.",%@ 主題預覽。家用主機的閃亮感：兩台大膽像素車、兩頂有力頭盔、熱烈橘色撞擊，以及有亮黃線條的灰色街機道路。,In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.",LCD 主題預覽。計算機街機氛圍：兩台俐落賽車、兩頂乾淨頭盔、明亮撞擊效果，以及適合陽光高分賽道的淡色道路配色。,In-app,settings_theme_gallery_preview_accessibility_lcd,,needs_review,
"Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.",Pocket 主題預覽。掌上遊戲機氛圍：兩台苔綠色賽車、兩頂厚實頭盔、清脆的撞擊效果，以及像老式口袋螢幕的柔和道路配色。,In-app,settings_theme_gallery_preview_accessibility_pocket,,needs_review,
"%@ theme preview. Early arcade drama: two richer pixel cars, two glossy helmets, a fiery crash, and a fast gray road cutting through green grass.",%@ 主題預覽。早期街機戲劇感：兩台更細緻的像素車、兩頂亮面頭盔、火焰般的撞擊，以及穿過綠草的高速灰色道路。,In-app,settings_theme_gallery_preview_accessibility_sixteen_bit,,needs_review,
"%@ theme preview. Low-poly console racing: two faceted racers, two sculpted helmets, an explosive crash, and a neon aqua circuit over midnight asphalt.",%@ 主題預覽。低多邊形主機賽車：兩台稜角賽車、兩頂立體頭盔、爆炸般的撞擊效果，以及午夜柏油上的霓虹水藍賽道。,In-app,settings_theme_gallery_preview_accessibility_sixty_four_bit,,needs_review,
"%@ theme preview. Late-’90s console energy: two detailed racers, two glossy helmets, a bright crash, and an electric aqua circuit over dark asphalt.",%@ 主題預覽。90 年代末期的主機活力：兩台細緻賽車、兩頂亮面頭盔、鮮明的撞擊效果，以及深色柏油上的電光水藍賽道。,In-app,settings_theme_gallery_preview_accessibility_thirty_two_bit,,needs_review,
Style Gallery,風格圖庫,In-app,settings_theme_gallery_title,,needs_review,
"Want to change themes, get Unlimited Plays, and support the game's development too?",想更換主題、取得無限暢玩，並支持遊戲開發嗎？,In-app,settings_theme_gallery_unlock_body,,needs_review,
Style,風格,In-app,settings_theme_style,,needs_review,
Want to change themes? Unlock Unlimited Plays in Purchases.,想換主題？在購買中解鎖無限暢玩。,In-app,settings_theme_unlock_footnote,,needs_review,
Vibration,震動,In-app,settings_vibration,,needs_review,
Announce friend overtakes,播報超過好友,In-app,settings_voiceover_friend_overtake_announcements,,needs_review,
Share,分享,In-app,share_action,,needs_review,
The connection was lost. Tap Done to return to the menu.,連線中斷。點「完成」返回選單。,In-app,shareplay_aborted_disconnected_body,,needs_review,
Your friend is done playing for now. Tap Done to return to the menu.,好友暫時玩到這裡。點「完成」返回選單。,In-app,shareplay_aborted_session_ended_body,,needs_review,
Session Ended,連線結束,In-app,shareplay_aborted_title,,needs_review,
Accept Challenge,接受挑戰,In-app,shareplay_accept_challenge_button,,needs_review,
RetroRapid! Multiplayer Race,RetroRapid! 多人競賽,In-app,shareplay_activity_title,,needs_review,
Get ready! The race is about to start.,準備好了！比賽即將開始。,In-app,shareplay_announcement_countdown,,needs_review,
