English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
Digital Crown,Corona Digital,In-app,achievement_control_name_crown,,needs_review,
Game Controller,Comandament,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,Teclat,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,Lliscar,In-app,achievement_control_name_swipe,,needs_review,
Tap,Toc,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,+%lld assoliments més,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,Altres assoliments,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,Enhorabona! Has desbloquejat:,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,Assoliment completat!,In-app,achievement_modal_title,,needs_review,
%@ Controls,Controls %@,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Controls de Corona Digital,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,Controls de Comandament,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,Controls de Teclat,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,Controls Lliscants,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,Controls Tàctils,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,Controls VoiceOver,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,Setmana GAAD Assistiva,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,Ratxa %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Corredor %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Corredor %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,Properament,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,D-pad esquerra,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,D-pad dreta,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,Bumper esquerre,In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,Gatell esquerre,In-app,controller_button_leftTrigger,,needs_review,
Menu,Menú,In-app,controller_button_menu,,needs_review,
None,Cap,In-app,controller_button_none,,needs_review,
Right Shoulder,Bumper dret,In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,Gatell dret,In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,Xoc,In-app,crash_sprite,,needs_review,
False,Fals,In-app,debug_boolean_false,,needs_review,
True,Cert,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,Activa el tema experimental Polygon,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,Activa el tema experimental Disc,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,Cap assoliment forçat,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,Força que l'assoliment seleccionat aparega en la interfície de Joc Finalitzat sense enviar-lo.,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,Forçar desbloqueig d'assoliment,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,Tecnologies assistives actives,In-app,debug_gaad_active_assistive,,needs_review,
None,Cap,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,Control per botó,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,Hora actual,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,Dins de setmana GAAD,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,Assoliment GAAD marcat com aconseguit,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,QA assoliment GAAD,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,Mode de qualificació,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),Només VoiceOver (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + Control per botó (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,Qualificaria si acabara ara,In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,Senyal de finalització GAAD guardada,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,Finestra setmana GAAD,In-app,debug_gaad_window,,needs_review,
Unavailable,No disponible,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,Debug,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,Mostrar FPS i recompte de nodes d'SpriteKit,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,Simular partides il·limitades,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,Per defecte usa el comportament de producció. Partides il·limitades força l'accés complet. Freemium simula que no s'ha comprat Partides il·limitades.,In-app,debug_simulate_premium_footer,,needs_review,
Default,Per defecte,In-app,debug_simulation_mode_default,,needs_review,
Freemium,Freemium,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,Partides il·limitades,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · Nodes %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,Fet,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,No s'han pogut carregar els productes. Comprova la teua connexió a Internet.,In-app,error_product_not_available,,needs_review,
Retry,Torna-ho a provar,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎","Il·limitat fins al %@, per a %@ 🏎",In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,Partides Il·limitades,In-app,event_play_unlimited_title,,needs_review,
Finish,Acabar,In-app,finish,,needs_review,
Retro (Press Start 2P),Retro (Press Start 2P),In-app,font_style_custom,,needs_review,
System,Sistema,In-app,font_style_system,,needs_review,
System monospaced,Sistema monoespaiat,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld","Puntuació d'amic pròxima: %@, %lld",In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,Has avançat %@,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,Has avançat %lld amistats,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,Joc Finalitzat,In-app,gameOver,,needs_review,
Finish Game,Finalitza la partida,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,Continua jugant,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,Vols finalitzar esta partida i tornar al menú?,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,Finalitzar esta partida?,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,Millor: %lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,La pròxima partida pot ser la teua millor marca.,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,Ben jugat!,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,Gran partida! Has superat la teua millor puntuació.,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,Nou rècord!,In-app,game_over_new_record_title,,needs_review,
New record: %lld,Nou rècord: %lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,Pròxim amic per davant,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,+%lld més,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,Amics avançats en esta partida,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,Millor anterior: %lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,Velocitat: %@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,La teua millor: %lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,Classificació,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,Menú,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,Gaudixes del joc? Pots ajudar RetroRapid!,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,Gaudixes del joc?,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,Juga amb amics,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,Les curses amb amics són gratis.,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,Les partides de SharePlay no gasten les teues jugades diàries.,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,Valora'l,In-app,menu_rate_game,,needs_review,
Support the game,Dóna suport al joc,In-app,menu_support_game,,needs_review,
Move left,Moure a l'esquerra,In-app,move_left,,needs_review,
Double-tap to move car left,Doble toc per moure el cotxe a l'esquerra,In-app,move_left_hint,,needs_review,
Move right,Moure a la dreta,In-app,move_right,,needs_review,
Double-tap to move car right,Doble toc per moure el cotxe a la dreta,In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,Nou rècord! %lld avançaments,In-app,new_high_score_message %lld,,needs_review,
No car,Cap cotxe,In-app,no_car,,needs_review,
Ok,D'acord,In-app,ok,,needs_review,
Pause,Pausa,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","Retrat en píxels d'un home somrient amb barba, gorra plana i jersei marí, sobre una pista de carreres retro amb graderies, llums de sortida i cotxets verds en un estil de joc de 16 bits colorit.",In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,Hola! Soc la Dani. Considera desbloquejar partides il·limitades com una manera d'invitar-me a un cafè. Estar ben cafeïnada m'ajuda a continuar construint noves funcionalitats que espere que t'agraden.,In-app,paywall_caption_coffee,,needs_review,
Close,Tanca,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,Compra única. Sense subscripció. Desbloqueja partides il·limitades per sempre.,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","El 10% dels ingressos es destinen a **AMMEC**, una associació que promou l'autonomia i la integració social de persones amb discapacitats físiques, donant suport a les famílies i fomentant la comunitat.",In-app,paywall_giving_back_body,,needs_review,
Giving Back,Tornar a la comunitat,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,Sense límits,In-app,paywall_go_premium,,needs_review,
Learn More,Més informació,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","Parada als boxes! Has esgotat totes les partides d'hui. Torna demà per a més partides gratuïtes. O fes-te il·limitat: un cafè per a mi, partides il·limitades per a tu!",In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,Les curses amb amics són gratis amb SharePlay!,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,El límit diari es reinicia a mitjanit.,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,Cap problema!,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,Vols continuar jugant de franc?,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,Continua jugant tant com vulgues a l'Apple Watch.,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,Aconseguix partides il·limitades,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,Partides il·limitades per sempre. Tria entre temes visuals disponibles. Dóna suport al desenvolupament.,In-app,paywall_unlimited_and_themes,,needs_review,
Play,Jugar,In-app,play,,needs_review,
Remaining: %lld of %lld,Restants: %lld de %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,Es reinicia d'ací %lld hores,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,Es reinicia d'ací 1 hora,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,Es reinicia demà a les 00:00,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,%lld partides gratuïtes cada dia sense Partides il·limitades.,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,%lld partides gratuïtes cada dia sense Partides il·limitades. Bonificació de benvinguda: %lld partides gratuïtes en el teu primer dia.,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,Gràcies pel teu suport!,In-app,play_limit_thank_you,,needs_review,
Play Limit,Límit de partides,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ Il·limitat,In-app,play_limit_unlimited,,needs_review,
Player car,Cotxe del jugador,In-app,player_car,,needs_review,
Unlimited Plays,Partides il·limitades,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,La compra ha fallat,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,No s'han pogut restaurar les compres: %@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,No s'ha trobat cap compra per restaurar.,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,Compra restaurada correctament.,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,Ara tens partides il·limitades!,In-app,purchase_success_message,,needs_review,
Purchase Successful,Compra correcta,In-app,purchase_success_title,,needs_review,
Redeem Code,Bescanvia un codi,In-app,redeem_code,,needs_review,
Play again,Tornar a jugar,In-app,restart,,needs_review,
Restore Purchases,Restaurar compres,In-app,restore_purchases,,needs_review,
Resume,Reprén,In-app,resume,,needs_review,
Rival car,Cotxe rival,In-app,rival_car,,needs_review,
Score,Puntuació,In-app,score,,needs_review,
Score: %lld,Puntuació: %lld,In-app,score %lld,,needs_review,
Settings,Configuració,In-app,settings,,needs_review,
Accessibility,Accessibilitat,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,Tutorial de pistes d'àudio,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,Mode de retroalimentació d'àudio,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),Pistes d'àudio (arpegi),In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),Pistes d'àudio (acord),In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),Pistes d'àudio (polsos de carril),In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,Àudio retro,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),Usant Pistes d'àudio (arpegi) (predeterminat quan VoiceOver està actiu),In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,Cotxes grans,In-app,settings_big_cars,,needs_review,
Settings coming soon,Configuració properament,In-app,settings_coming_soon,,needs_review,
Controller,Comandament,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,Els botons remapejats substituïxen les assignacions predeterminades de D-pad/Menú per a eixes accions. El stick esquerre continua com a suport esquerra/dreta. Les tecles de fletxa continuen actives al Mac.,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","Els controls estàndard D-pad/stick esquerre i Menú/Inici sempre funcionen. Els botons A, X, Y, superiors i gallets assignats afigen controls alternatius. B/Arrere obri la confirmació per finalitzar.",In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,Botó moure esquerra,In-app,settings_controller_move_left,,needs_review,
Move Right Button,Botó moure dreta,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,Botó pausa/reprendre,In-app,settings_controller_pause_resume,,needs_review,
Controls,Controls,In-app,settings_controls,,needs_review,
How to play the game,Com jugar al joc,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Llisca cap a l'esquerra o la dreta per moure.
• Toca la meitat esquerra o dreta de la pantalla.
• Fes servir les tecles de fletxa esquerra i dreta amb un teclat connectat.
• Amb un comandament, el D-pad i el stick esquerre mouen per defecte; pots remapejar botons en Comandament.",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• Fes servir les tecles de fletxa esquerra i dreta del teclat per moure.
• Clica a la meitat esquerra o dreta de la finestra amb el trackpad o el ratolí.
• Prem la barra espaiadora per pausar o reprendre.
• Amb un comandament, el D-pad i el stick esquerre mouen per defecte; pots remapejar botons en Comandament.",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Llisca a l'esquerra o a la dreta, o fes clic a la vora esquerra o dreta del Siri Remote, per moure.
• Prem Reproducció/Pausa per pausar o reprendre.
• Prem Menú/Arrere per decidir si vols finalitzar la partida.
• Amb un comandament, usa el D-pad o el stick esquerre per moure, Menú/Inici per pausar i B/Arrere per finalitzar. Els botons assignats afigen controls alternatius.",In-app,settings_controls_tvos,,needs_review,
"• Look at a lane and pinch to move, or use the Left and Right buttons.
• Use the left and right arrow keys when a keyboard is connected.
• Press Space or use Pause to pause or resume.
• With a controller, use the D-pad or left stick to move and Menu/Start to pause.","• Mira un carril i fes un pessic per moure't, o usa els botons Esquerra i Dreta.
• Usa les tecles de fletxa esquerra i dreta si hi ha un teclat connectat.
• Prem Espai o usa Pausa per pausar o reprendre.
• Amb un comandament, usa el D-pad o el stick esquerre per moure't i Menú/Inici per pausar.",In-app,settings_controls_visionos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Gira la Digital Crown cap amunt per moure't a la dreta i cap avall per moure't a l'esquerra.
• Toca la part esquerra de la pantalla per moure't a l'esquerra i la dreta per moure't a la dreta.
• Llisca cap a l'esquerra per moure't a l'esquerra i cap a la dreta per moure't a la dreta.",In-app,settings_controls_watchos,,needs_review,
Direct Touch,Toc directe,In-app,settings_direct_touch,,needs_review,
Font,Tipus de lletra,In-app,settings_font,,needs_review,
Haptic feedback,Retroalimentació hàptica,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,Anuncis durant la partida,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,Àudio en canviar de carril,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,Hàptica,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,Carril + èxit,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,Confirmació de carril,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,Èxit,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,Les puntuacions s'envien a Game Center.,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,Inicia la sessió a Game Center des del teu iPhone per enviar puntuacions des del rellotge.,In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,Aconseguix partides il·limitades,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,Partides il·limitades,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,Juga sense límit i tria el teu tema favorit.,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,Compres,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.","Si ja has comprat partides il·limitades en un altre dispositiu, toca Restaurar compres.",In-app,settings_restore_footer,,needs_review,
Road Style,Estil de carretera,In-app,settings_road_visual_style,,needs_review,
Detailed Road,Carretera detallada,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,Graella simplificada,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,So,In-app,settings_sound,,needs_review,
Sound effects volume,Volum dels efectes de so,In-app,settings_sound_effects_volume,,needs_review,
Speed,Velocitat,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),Usant Creuer (predeterminat quan VoiceOver està actiu),In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,Retroalimentació de l'avís d'augment de velocitat,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,Anunci de VoiceOver,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,Cap,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,Previsualitzar avís,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,Hàptica,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,So,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,Tema,In-app,settings_theme,,needs_review,
Style Gallery,Galeria d'estils,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Previsualització del tema %@. Mostra els dos cotxes, els dos cascos, l'explosió i els colors de la carretera.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","Previsualització del tema %@. Espurna de consola de saló: dos cotxes de píxels valents, dos cascos amb força, una explosió taronja calenta i una carretera grisa arcade amb línies grogues.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.","Previsualització del tema LCD. Ambient de calculadora arcade: dos cotxes nítids, dos cascos nets, una explosió lluminosa i una carretera clara per a rècords al sol.",In-app,settings_theme_gallery_preview_accessibility_lcd,,needs_review,
"Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.","Previsualització del tema Pocket. Ambient de consola de butxaca: dos cotxes verd molsa, dos cascos robustos, un esclat cruixent i una paleta de carretera apagada d'una pantalla clàssica.",In-app,settings_theme_gallery_preview_accessibility_pocket,,needs_review,
