English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
You overtook %@ cars in one run.,한 판에서 %@대를 추월했어요.,In-app,achievement_achieved_run_overtakes %@,,needs_review,
You overtook %@ cars in total.,총 %@대를 추월했어요.,In-app,achievement_achieved_total_overtakes %@,,needs_review,
Digital Crown,Digital Crown,In-app,achievement_control_name_crown,,needs_review,
Game Controller,게임 컨트롤러,In-app,achievement_control_name_gamecontroller,,needs_review,
Keyboard,키보드,In-app,achievement_control_name_keyboard,,needs_review,
Swipe,스와이프,In-app,achievement_control_name_swipe,,needs_review,
Tap,탭,In-app,achievement_control_name_tap,,needs_review,
VoiceOver,VoiceOver,In-app,achievement_control_name_voiceover,,needs_review,
+%lld more achievements,+%lld개 업적 더,In-app,achievement_modal_more %lld,,needs_review,
Other achievements,다른 업적,In-app,achievement_modal_other_achievements,,needs_review,
Congratulations! You unlocked:,축하해요! 잠금 해제:,In-app,achievement_modal_subtitle,,needs_review,
Achievement Completed!,업적 달성!,In-app,achievement_modal_title,,needs_review,
%@ Controls,조작: %@,In-app,achievement_title_control %@,,needs_review,
Digital Crown Controls,Digital Crown 조작,In-app,achievement_title_control_crown,,needs_review,
Game Controller Controls,게임 컨트롤러 조작,In-app,achievement_title_control_gamecontroller,,needs_review,
Keyboard Controls,키보드 조작,In-app,achievement_title_control_keyboard,,needs_review,
Swipe Controls,스와이프 조작,In-app,achievement_title_control_swipe,,needs_review,
Tap Controls,탭 조작,In-app,achievement_title_control_tap,,needs_review,
VoiceOver Controls,VoiceOver 조작,In-app,achievement_title_control_voiceover,,needs_review,
GAAD Assistive Week,GAAD Assistive Week,In-app,achievement_title_event_gaad,,needs_review,
Streak %lld,연속 %lld,In-app,achievement_title_run_overtakes %lld,,needs_review,
Overlander %@,Overlander %@,In-app,achievement_title_total_overtakes %@,,needs_review,
Overlander %lld,Overlander %lld,In-app,achievement_title_total_overtakes %lld,,needs_review,
Coming soon,곧 출시,In-app,coming_soon,,needs_review,
A,A,In-app,controller_button_a,,needs_review,
B,B,In-app,controller_button_b,,needs_review,
D-pad Left,방향키 왼쪽,In-app,controller_button_dpadLeft,,needs_review,
D-pad Right,방향키 오른쪽,In-app,controller_button_dpadRight,,needs_review,
Left Shoulder,왼쪽 숄더,In-app,controller_button_leftShoulder,,needs_review,
Left Trigger,왼쪽 트리거,In-app,controller_button_leftTrigger,,needs_review,
Menu,메뉴,In-app,controller_button_menu,,needs_review,
None,없음,In-app,controller_button_none,,needs_review,
Right Shoulder,오른쪽 숄더,In-app,controller_button_rightShoulder,,needs_review,
Right Trigger,오른쪽 트리거,In-app,controller_button_rightTrigger,,needs_review,
X,X,In-app,controller_button_x,,needs_review,
Y,Y,In-app,controller_button_y,,needs_review,
Crash,충돌,In-app,crash_sprite,,needs_review,
False,False,In-app,debug_boolean_false,,needs_review,
True,True,In-app,debug_boolean_true,,needs_review,
Enable experimental Polygon theme,실험적 Polygon 테마 활성화,In-app,debug_enable_experimental_sixty_four_bit_theme,,needs_review,
Enable experimental Disc theme,실험적 Disc 테마 활성화,In-app,debug_enable_experimental_thirty_two_bit_theme,,needs_review,
No forced achievement,강제 업적 없음,In-app,debug_force_achievement_none,,needs_review,
Forces the selected achievement to appear in Game Over UI without reporting it.,선택한 업적을 보고하지 않고 게임 오버 화면에 표시합니다.,In-app,debug_force_achievement_picker_footer,,needs_review,
Force achievement unlock,업적 잠금 해제 강제,In-app,debug_force_achievement_picker_title,,needs_review,
Active Assistive Technologies,활성 보조 기술,In-app,debug_gaad_active_assistive,,needs_review,
None,없음,In-app,debug_gaad_assistive_none,,needs_review,
Switch Control,스위치 컨트롤,In-app,debug_gaad_assistive_switch_control,,needs_review,
VoiceOver,VoiceOver,In-app,debug_gaad_assistive_voiceover,,needs_review,
Current Time,현재 시간,In-app,debug_gaad_current_time,,needs_review,
Inside GAAD Week,GAAD 주간 내,In-app,debug_gaad_in_window,,needs_review,
GAAD Achievement Marked Achieved,GAAD 업적 달성 표시,In-app,debug_gaad_local_achievement,,needs_review,
GAAD Achievement QA,GAAD 업적 QA,In-app,debug_gaad_panel_title,,needs_review,
Qualification Mode,자격 모드,In-app,debug_gaad_qualification_mode,,needs_review,
VoiceOver only (watchOS v1),VoiceOver만 (watchOS v1),In-app,debug_gaad_qualification_mode_voiceover_only,,needs_review,
VoiceOver + Switch Control (v1),VoiceOver + 스위치 컨트롤 (v1),In-app,debug_gaad_qualification_mode_voiceover_switch,,needs_review,
Would Qualify If Run Ends Now,지금 끝내면 자격 충족,In-app,debug_gaad_qualifies_now,,needs_review,
GAAD Completion Signal Latched,GAAD 완료 신호 고정,In-app,debug_gaad_signal_latched,,needs_review,
GAAD Week Window,GAAD 주간 기간,In-app,debug_gaad_window,,needs_review,
Unavailable,사용 불가,In-app,debug_gaad_window_unavailable,,needs_review,
Debug,디버그,In-app,debug_section_title,,needs_review,
Show SpriteKit FPS and node count,SpriteKit FPS 및 노드 수 표시,In-app,debug_show_spritekit_frame_stats,,needs_review,
Simulate Unlimited Plays,무제한 플레이 시뮬레이션,In-app,debug_simulate_premium,,needs_review,
Default uses production behavior. Unlimited Plays forces full access. Freemium simulates that Unlimited Plays has not been purchased.,"기본값은 실제 동작입니다. 무제한 플레이는 전체 접근, 프리미엄 미구매는 미구매 상태를 시뮬레이션합니다.",In-app,debug_simulate_premium_footer,,needs_review,
Default,기본값,In-app,debug_simulation_mode_default,,needs_review,
Freemium,프리미엄,In-app,debug_simulation_mode_freemium,,needs_review,
Unlimited Plays,무제한 플레이,In-app,debug_simulation_mode_unlimited,,needs_review,
FPS %@ · Nodes %@,FPS %@ · 노드 %@,In-app,debug_spritekit_stats %@ %@,,needs_review,
Done,완료,In-app,done,,needs_review,
Unable to load products. Please check your internet connection.,상품을 불러올 수 없어요. 인터넷 연결을 확인해 주세요.,In-app,error_product_not_available,,needs_review,
Retry,다시 시도,In-app,error_retry,,needs_review,
"Unlimited until %@, celebrating %@ 🏎","%@까지 무제한, %@ 기념 🏎",In-app,event_play_unlimited_subtitle %@ %@,,needs_review,
Unlimited Plays,무제한 플레이,In-app,event_play_unlimited_title,,needs_review,
Finish,종료,In-app,finish,,needs_review,
Retro (Press Start 2P),레트로 (Press Start 2P),In-app,font_style_custom,,needs_review,
System,시스템,In-app,font_style_system,,needs_review,
System monospaced,고정폭 시스템,In-app,font_style_system_monospaced,,needs_review,
"Upcoming friend score: %@, %lld","다음 친구 점수: %@, %lld",In-app,friend_milestone_avatar %@ %lld,,needs_review,
Overtook %@,%@ 추월,In-app,friend_overtake_announcement %@,,needs_review,
Overtook %lld friends,친구 %lld명 추월,In-app,friend_overtake_announcement_multiple %lld,,needs_review,
RetroRapid!,RetroRapid!,In-app,gameName,,needs_review,
Game Over,게임 오버,In-app,gameOver,,needs_review,
Finish Game,게임 끝내기,In-app,game_exit_confirmation_finish,,needs_review,
Keep Playing,계속 플레이,In-app,game_exit_confirmation_keep_playing,,needs_review,
Do you want to finish this game and return to the menu?,이 게임을 끝내고 메뉴로 돌아갈까요?,In-app,game_exit_confirmation_message,,needs_review,
Finish this game?,이 게임을 끝낼까요?,In-app,game_exit_confirmation_title,,needs_review,
Best: %lld,최고: %lld,In-app,game_over_best %lld,,needs_review,
Next round could be your best yet.,다음 라운드가 최고가 될지도 몰라요.,In-app,game_over_encouragement_subtitle,,needs_review,
Well played!,잘했어요!,In-app,game_over_encouragement_title,,needs_review,
%@: %lld,%@: %lld,In-app,game_over_friend_score %@ %lld,,needs_review,
Awesome drive! You beat your best score.,대단해요! 최고 점수를 경신했어요.,In-app,game_over_new_record_subtitle,,needs_review,
New Record!,신기록!,In-app,game_over_new_record_title,,needs_review,
New record: %lld,신기록: %lld,In-app,game_over_new_record_value %lld,,needs_review,
Next friend ahead,다음 목표 친구,In-app,game_over_next_friend_ahead_title,,needs_review,
+%lld more,+%lld명 더,In-app,game_over_overtaken_friends_more %lld,,needs_review,
Friends overtaken this run,이번 판에서 추월한 친구,In-app,game_over_overtaken_friends_title,,needs_review,
Previous best: %lld,이전 최고: %lld,In-app,game_over_previous_best %lld,,needs_review,
Speed: %@,속도: %@,In-app,game_over_speed %@,,needs_review,
Your best: %lld,내 최고: %lld,In-app,game_over_your_best %lld,,needs_review,
"%@ (%lld, %lld)","%@ (%lld, %lld)",In-app,"grid_cell_label %@ (%lld, %lld)",,needs_review,
Leaderboard,리더보드,In-app,leaderboard,,needs_review,
 x%lld, x%lld,In-app,lives_count,,needs_review,
Menu,메뉴,In-app,menu_button,,needs_review,
Enjoying the game? You can help RetroRapid!,재미있어요? RetroRapid!를 응원해 주세요!,In-app,menu_engagement_prompt,,needs_review,
Enjoying the game?,재미있어요?,In-app,menu_engagement_prompt_rate_only,,needs_review,
Play with Friends,친구와 플레이,In-app,menu_play_with_friends,,needs_review,
Friend races are free.,친구와의 레이스는 무료예요.,In-app,menu_play_with_friends_free_footer,,needs_review,
SharePlay matches don’t use daily plays.,SharePlay 대전은 일일 플레이 횟수를 사용하지 않아요.,In-app,menu_play_with_friends_free_hint,,needs_review,
Rate it,평가하기,In-app,menu_rate_game,,needs_review,
Support the game,게임 후원,In-app,menu_support_game,,needs_review,
Move left,왼쪽으로,In-app,move_left,,needs_review,
Double-tap to move car left,두 번 탭하여 왼쪽으로 이동,In-app,move_left_hint,,needs_review,
Move right,오른쪽으로,In-app,move_right,,needs_review,
Double-tap to move car right,두 번 탭하여 오른쪽으로 이동,In-app,move_right_hint,,needs_review,
New high score! %lld overtakes,신기록! %lld회 추월,In-app,new_high_score_message %lld,,needs_review,
No car,차량 없음,In-app,no_car,,needs_review,
Ok,확인,In-app,ok,,needs_review,
Pause,일시 정지,In-app,pause,,needs_review,
"Pixel-art portrait of a smiling, bearded man wearing a flat cap and navy sweater, set against a retro racing track with grandstands, starting lights, and tiny green cars in a colorful 16-bit game style.","레트로 레이스 트랙을 배경으로, 모자와 스웨터를 입은 수염 남성의 픽셀 아트 초상화.",In-app,paywall_avatar_accessibility_label,,needs_review,
Hi! I'm Dani. Consider unlocking Unlimited Plays as a way to get me a coffee. Being caffeinated helps me keep building new features that I hope you'll love.,"안녕하세요, Dani예요. 무제한 플레이 잠금 해제는 커피 한 잔 후원처럼 생각해 주세요. 카페인 덕분에 새 기능을 계속 만들 수 있어요!",In-app,paywall_caption_coffee,,needs_review,
Close,닫기,In-app,paywall_close,,needs_review,
One-time purchase. No subscription. Unlocks unlimited plays forever.,일회성 구매. 구독 없음. 무제한 플레이가 영구 해제됩니다.,In-app,paywall_footer_one_time,,needs_review,
"10% of proceeds go to **AMMEC**, an association that promotes autonomy and social integration for people with physical disabilities, supporting families and fostering community.","수익의 10%는 **AMMEC**에 기부됩니다. AMMEC는 신체 장애가 있는 분들의 자립과 사회 통합, 가족과 지역사회를 지원하는 단체예요.",In-app,paywall_giving_back_body,,needs_review,
Giving Back,기부,In-app,paywall_giving_back_title,,needs_review,
Go Unlimited,무제한으로,In-app,paywall_go_premium,,needs_review,
Learn More,자세히,In-app,paywall_learn_more,,needs_review,
"Pit stop! You've used up all your plays for today. Come back tomorrow for more free plays. Or go unlimited: One coffee for me, unlimited plays for you!","피트스톱! 오늘 플레이 횟수를 모두 사용했어요. 내일 다시 무료 플레이가 생깁니다. 또는 무제한 플레이: 커피 한 잔이면 당신은 무제한, 나는 카페인!",In-app,paywall_limit_notice,,needs_review,
Friend races are free with SharePlay!,SharePlay 친구 레이스는 무료예요!,In-app,paywall_shareplay_free_notice,,needs_review,
Your daily limit resets at midnight.,일일 한도는 자정에 초기화됩니다.,In-app,paywall_stay_free_reset_body,,needs_review,
No worries!,걱정 마세요!,In-app,paywall_stay_free_reset_title,,needs_review,
Want to Stay Free?,무료로 계속할까요?,In-app,paywall_stay_free_title,,needs_review,
Keep playing as much as you want on your Apple Watch.,Apple Watch에서는 원하는 만큼 플레이할 수 있어요.,In-app,paywall_stay_free_watch_body,,needs_review,
Apple Watch,Apple Watch,In-app,paywall_stay_free_watch_title,,needs_review,
Get Unlimited Plays,무제한 플레이 받기,In-app,paywall_title,,needs_review,
Unlimited plays forever. Choose from available visual themes. Support development.,영구 무제한 플레이. 시각 테마 선택. 개발 후원.,In-app,paywall_unlimited_and_themes,,needs_review,
Play,플레이,In-app,play,,needs_review,
Remaining: %lld of %lld,남음: %lld / %lld,In-app,play_limit_remaining %lld %lld,,needs_review,
Resets in %lld hours,%lld시간 후 초기화,In-app,play_limit_resets_in_hours %lld,,needs_review,
Resets in 1 hour,1시간 후 초기화,In-app,play_limit_resets_in_one_hour,,needs_review,
Resets tomorrow at 00:00,내일 00:00에 초기화,In-app,play_limit_resets_tomorrow,,needs_review,
%lld free plays every day without Unlimited Plays.,무제한 플레이 없이는 매일 %lld회 무료 플레이.,In-app,play_limit_section_footer %lld,,needs_review,
%lld free plays every day without Unlimited Plays. Welcome bonus: %lld free plays on your first day.,무제한 플레이 없이는 매일 %lld회 무료. 첫날 보너스: %lld회.,In-app,play_limit_section_footer_first_day %lld %lld,,needs_review,
Thank you for your support!,후원해 주셔서 감사합니다!,In-app,play_limit_thank_you,,needs_review,
Play Limit,플레이 제한,In-app,play_limit_title,,needs_review,
♾️ Unlimited,♾️ 무제한,In-app,play_limit_unlimited,,needs_review,
Player car,플레이어 차량,In-app,player_car,,needs_review,
Unlimited Plays,무제한 플레이,In-app,product_unlimited_plays,,needs_review,
Purchase Failed,구매 실패,In-app,purchase_error_title,,needs_review,
Failed to restore purchases: %@,구매 복원 실패: %@,In-app,purchase_restored_failed %@,,needs_review,
No purchases found to restore.,복원할 구매를 찾을 수 없어요.,In-app,purchase_restored_none,,needs_review,
Purchase restored successfully!,구매를 복원했어요!,In-app,purchase_restored_success,,needs_review,
You now have unlimited plays!,이제 무제한 플레이를 사용할 수 있어요!,In-app,purchase_success_message,,needs_review,
Purchase Successful,구매 성공,In-app,purchase_success_title,,needs_review,
Redeem Code,코드 사용,In-app,redeem_code,,needs_review,
Play again,다시 플레이,In-app,restart,,needs_review,
Restore Purchases,구매 복원,In-app,restore_purchases,,needs_review,
Resume,계속,In-app,resume,,needs_review,
Rival car,라이벌 차량,In-app,rival_car,,needs_review,
Score,점수,In-app,score,,needs_review,
Score: %lld,점수: %lld,In-app,score %lld,,needs_review,
Settings,설정,In-app,settings,,needs_review,
Accessibility,손쉬운 사용,In-app,settings_accessibility,,needs_review,
Audio cue tutorial,오디오 큐 튜토리얼,In-app,settings_audio_cue_tutorial,,needs_review,
Audio feedback mode,오디오 피드백,In-app,settings_audio_feedback_mode,,needs_review,
Audio cues (arpeggio),오디오 큐 (아르페지오),In-app,settings_audio_feedback_mode_cue_arpeggio,,needs_review,
Audio cues (chord),오디오 큐 (코드),In-app,settings_audio_feedback_mode_cue_chord,,needs_review,
Audio cues (lane pulses),오디오 큐 (차선 펄스),In-app,settings_audio_feedback_mode_cue_lane_pulses,,needs_review,
Retro audio,레트로 오디오,In-app,settings_audio_feedback_mode_retro,,needs_review,
Using Audio cues (arpeggio) (default when VoiceOver is on),VoiceOver 사용 시 기본값: 오디오 큐 (아르페지오),In-app,settings_audio_feedback_mode_voiceover_default,,needs_review,
Big Cars,큰 차,In-app,settings_big_cars,,needs_review,
Settings coming soon,설정 곧 제공,In-app,settings_coming_soon,,needs_review,
Controller,컨트롤러,In-app,settings_controller,,needs_review,
Remapped buttons replace the default D-pad/Menu bindings for those actions. The left stick remains a left/right backup. Arrow keys remain active on Mac.,재할당한 버튼은 해당 동작의 기본 D-pad/메뉴를 대체합니다. 왼쪽 스틱은 좌우 백업으로 남습니다. Mac에서는 화살표 키도 활성화됩니다.,In-app,settings_controller_footnote,,needs_review,
"Standard D-pad/left stick and Menu/Start controls always work. Mapped A, X, Y, shoulder, and trigger buttons add alternate controls. B/Back opens the finish confirmation.","기본 방향 패드/왼쪽 스틱과 메뉴/시작 조작은 항상 사용할 수 있어요. 지정한 A, X, Y, 숄더, 트리거 버튼은 보조 조작으로 사용돼요. B/뒤로는 종료 확인을 열어요.",In-app,settings_controller_footnote_tvos,,needs_review,
Move Left Button,왼쪽 이동 버튼,In-app,settings_controller_move_left,,needs_review,
Move Right Button,오른쪽 이동 버튼,In-app,settings_controller_move_right,,needs_review,
Pause/Resume Button,일시 정지/재개 버튼,In-app,settings_controller_pause_resume,,needs_review,
Controls,조작,In-app,settings_controls,,needs_review,
How to play the game,플레이 방법,In-app,settings_controls_how_to_play,,needs_review,
"• Swipe left or right to move.
• Tap the left or right half of the screen.
• Use the left and right arrow keys when a keyboard is connected.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• 좌우로 스와이프하여 이동.
• 화면 왼쪽/오른쪽 절반을 탭.
• 키보드 연결 시 좌우 화살표 키.
• 컨트롤러에서는 D-pad와 왼쪽 스틱이 기본. 컨트롤러 설정에서 버튼을 재할당할 수 있어요.",In-app,settings_controls_ios,,needs_review,
"• Use the left and right arrow keys on the keyboard to move.
• Click the left or right half of the window with the trackpad or mouse.
• Press the space bar to pause or resume.
• With a controller, the D-pad and left stick move by default; you can remap buttons in Controller settings.","• 키보드 좌우 화살표 키로 이동.
• 트랙패드/마우스로 창 왼쪽/오른쪽 절반 클릭.
• 스페이스바로 일시 정지/재개.
• 컨트롤러에서는 D-pad와 왼쪽 스틱이 기본. 컨트롤러 설정에서 버튼을 재할당할 수 있어요.",In-app,settings_controls_macos,,needs_review,
"• Swipe left or right, or click the left or right edge of the Siri Remote, to move.
• Press Play/Pause to pause or resume.
• Press Menu/Back to choose whether to finish the game.
• With a controller, use the D-pad or left stick to move, Menu/Start to pause, and B/Back to finish. Mapped buttons add alternate controls.","• Siri Remote을 좌우로 쓸어 넘기거나 왼쪽 또는 오른쪽 가장자리를 클릭하여 이동해요.
• 재생/일시 정지 버튼으로 일시 정지하거나 다시 시작해요.
• 메뉴/뒤로 버튼으로 게임을 끝낼지 선택해요.
• 컨트롤러에서는 방향 패드 또는 왼쪽 스틱으로 이동하고, 메뉴/시작으로 일시 정지하며, B/뒤로로 종료해요. 지정한 버튼은 보조 조작으로 사용할 수 있어요.",In-app,settings_controls_tvos,,needs_review,
"• Rotate the Digital Crown up to move right and down to move left.
• Tap the left side of the screen to move left and the right side to move right.
• Swipe left to move left and right to move right.","• Digital Crown을 위로 돌리면 오른쪽, 아래로 돌리면 왼쪽.
• 화면 왼쪽 탭은 왼쪽, 오른쪽 탭은 오른쪽.
• 왼쪽 스와이프는 왼쪽, 오른쪽 스와이프는 오른쪽.",In-app,settings_controls_watchos,,needs_review,
Direct Touch,직접 터치,In-app,settings_direct_touch,,needs_review,
Font,글꼴,In-app,settings_font,,needs_review,
Haptic feedback,햅틱 피드백,In-app,settings_haptic_feedback,,needs_review,
In-game announcements,게임 내 안내,In-app,settings_in_game_announcements,,needs_review,
Lane change cue,차선 변경 큐,In-app,settings_lane_move_cue_style,,needs_review,
Haptics,햅틱,In-app,settings_lane_move_cue_style_haptics,,needs_review,
Lane + success,차선 + 성공,In-app,settings_lane_move_cue_style_lane_and_safety,,needs_review,
Lane confirmation,차선 확인,In-app,settings_lane_move_cue_style_lane_confirmation,,needs_review,
Success,성공,In-app,settings_lane_move_cue_style_safety_only,,needs_review,
Scores are submitted to Game Center.,점수는 Game Center에 제출됩니다.,In-app,settings_leaderboard_watch_info,,needs_review,
Sign in to Game Center on your iPhone to submit scores from the watch.,Apple Watch에서 점수를 제출하려면 iPhone에서 Game Center에 로그인하세요.,In-app,settings_leaderboard_watch_sign_in_required,,needs_review,
Get Unlimited Plays,무제한 플레이 받기,In-app,settings_learn_premium,,needs_review,
%lld%%,%lld%%,In-app,settings_percentage_value,,needs_review,
Unlimited Plays,무제한 플레이,In-app,settings_premium_active,,needs_review,
Endless play and choose your favorite theme.,끝없이 플레이하고 좋아하는 테마를 선택하세요.,In-app,settings_premium_active_subtitle,,needs_review,
Purchases,구매,In-app,settings_purchases_title,,needs_review,
"If you've purchased Unlimited Plays on another device, tap Restore Purchases.",다른 기기에서 무제한 플레이를 구매했다면 '구매 복원'을 탭하세요.,In-app,settings_restore_footer,,needs_review,
Road Style,도로 스타일,In-app,settings_road_visual_style,,needs_review,
Detailed Road,상세 도로,In-app,settings_road_visual_style_detailed,,needs_review,
Simplified Grid,단순 그리드,In-app,settings_road_visual_style_simplified,,needs_review,
Sound,사운드,In-app,settings_sound,,needs_review,
Sound effects volume,효과음 볼륨,In-app,settings_sound_effects_volume,,needs_review,
Speed,속도,In-app,settings_speed,,needs_review,
Using Cruise (default when VoiceOver is on),VoiceOver 사용 시 기본값: Cruise,In-app,settings_speed_voiceover_default,,needs_review,
Speed increase warning feedback,속도 증가 경고,In-app,settings_speed_warning_feedback,,needs_review,
VoiceOver announcement,VoiceOver 안내,In-app,settings_speed_warning_feedback_announcement,,needs_review,
None,없음,In-app,settings_speed_warning_feedback_none,,needs_review,
Preview warning,미리보기 경고,In-app,settings_speed_warning_feedback_preview_warning,,needs_review,
Haptic,햅틱,In-app,settings_speed_warning_feedback_warning_haptic,,needs_review,
Sound,사운드,In-app,settings_speed_warning_feedback_warning_sound,,needs_review,
Theme,테마,In-app,settings_theme,,needs_review,
Style Gallery,스타일 갤러리,In-app,settings_theme_gallery_preview,,needs_review,
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","%@ 테마 미리보기. 두 자동차, 두 헬멧, 폭발, 도로 색상을 보여 줍니다.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","%@ 테마 미리보기. 가정용 콘솔의 반짝임: 굵직한 픽셀 자동차 두 대, 강렬한 헬멧 두 개, 뜨거운 주황색 충돌, 선명한 노란 선이 있는 회색 아케이드 도로.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.","LCD 테마 미리보기. 계산기 아케이드 감성: 또렷한 레이서 두 대, 깔끔한 헬멧 두 개, 밝은 충돌 효과, 햇살 속 최고 점수에 어울리는 연한 도로 팔레트.",In-app,settings_theme_gallery_preview_accessibility_lcd,,needs_review,
"Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.","Pocket 테마 미리보기. 작은 휴대용 게임기 감성: 이끼빛 레이서 두 대, 큼직한 헬멧 두 개, 바삭한 충돌 효과, 오래된 포켓 화면 같은 차분한 도로 팔레트.",In-app,settings_theme_gallery_preview_accessibility_pocket,,needs_review,
"%@ theme preview. Early arcade drama: two richer pixel cars, two glossy helmets, a fiery crash, and a fast gray road cutting through green grass.","%@ 테마 미리보기. 초기 아케이드 드라마: 더 풍부한 픽셀 자동차 두 대, 반짝이는 헬멧 두 개, 불타는 충돌, 초록 잔디를 가르는 빠른 회색 도로.",In-app,settings_theme_gallery_preview_accessibility_sixteen_bit,,needs_review,
